ssim_mean,ssim_median,ssim_gaussian,ssim_unsharp,ssim_wiener,ssim_chmean,ssim_amsharp,ssim_laplacian,ssim_log,ssim_admed,ssim_midpoint,ssim_gabor
0.6991047386171636,0.5792678668376894,0.720556720964892,0.9440692892155574,0.0007350470041518164,,0.33733229244408997,0.03933281044384986,0.04987672037242675,0.8425807155210494,0.3708952219914568,
0.8014119193965449,0.6809924298747813,0.8117760019914376,0.9554132933493481,0.004107461734490962,,0.331257853031133,0.02914381759230204,0.039434081376951945,0.8972405021659555,0.32384228695573497,
0.6454001291342242,0.511710543638152,0.6705155997641253,0.9355459933678364,0.00031217303880084525,0.6416794441395042,0.3182099596824809,0.03980190033394385,0.051923893507533715,0.8144639824514426,0.2428177509525544,
0.7429314937424737,0.6119910447675453,0.7580135996463944,0.9459695595852956,0.0003736085331060655,0.7420276966035481,0.2867270108668329,0.041187644623405954,0.05198071040975038,0.8691885558509037,0.3532184214971038,
0.8296379669497274,0.717436058717006,0.8368180458387261,0.9572766332094788,0.0015616797120256536,,0.3860578653905192,0.03906772949511058,0.04786140350042741,0.909358057449739,0.44414196833287706,
0.6522390821650453,0.5063116540066956,0.6816179420742436,0.939979846935577,0.0004011840017610836,0.6507832933138108,0.2858950539666317,0.04472118335189935,0.0515705537337768,0.825651531711471,0.29563461466138424,
0.8205841516874077,0.6845064058249264,0.8264043603265105,0.9474575934109145,0.00035794514444008053,0.8196169041679638,0.3345812714416901,0.03807002747920077,0.048460933690144065,0.9136172932306316,0.4250702931152645,
0.7982185956372319,0.6508114916296065,0.8059368699827202,0.9478458741006893,0.003699230495805591,,0.3935306336528656,0.10114894843723736,0.10433278297447454,0.9043519977224176,0.4918602886656616,
0.8208466635057121,0.6643680595410782,0.8258663378342371,0.95503914945377,0.001697777326585859,,0.34304582877151607,0.031256894214107024,0.03953396438496554,0.9107262430392437,0.472972762084456,
0.6166511919804781,0.4514223890019781,0.6418074529726315,0.9463324887762606,0.0009523160348263445,,0.3086889411143101,0.014909917526476208,0.02272843738812222,0.7984944388884276,0.17576919092186533,
0.5658592278974685,0.43428900724911434,0.6011645754057139,0.9407985735459395,0.0009688957342110061,0.5620081252031065,0.29566342722449995,0.021825925385294074,0.04801005066017756,0.7740859406139131,0.29001829879130364,
0.7078117297765409,0.5524829874823615,0.725686029512521,0.9407970307248914,0.0030663629053141474,,0.3051334777207888,0.013695086759322902,0.016376244526464495,0.8526638793260991,0.18995540379743261,
0.9065089217204547,0.775930029634576,0.903479962345476,0.9556797000266056,0.0005864680976640956,0.9038249102253261,0.3780409578790391,0.03792399733942953,0.041713265859740854,0.9579896459795819,0.47805793336867325,
0.746952354669994,0.584696399250721,0.7609368155880877,0.9453168700091723,0.0035496807191212035,,0.3452699551136309,0.016846500078756026,0.024898542549925864,0.8755374159872374,0.34801388278864015,
0.7467143785245981,0.5949248622555307,0.7607963405833784,0.946546518264917,0.0005718437263096957,,0.29557126378503223,0.03876816497952142,0.05151737385423244,0.8740569606368991,0.413154367435647,
0.516163188558651,0.3574005377346179,0.550504768515122,0.9342812073349185,0.0027328046411413793,,0.3450870613177468,0.031551154628752416,0.04243737192312277,0.7535941947980217,0.12784676147525326,
0.7104314452810351,0.5424895305637268,0.72839493567199,0.9449704104802028,0.001917023005001034,,0.3294657748714543,0.0216329917563801,0.03055830886224287,0.8534757370568073,0.2697025202755757,
