mse_mean,mse_median,mse_gaussian,mse_unsharp,mse_wiener,mse_chmean,mse_amsharp,mse_laplacian,mse_log,mse_admed,mse_midpoint,mse_gabor
181.50824483235678,242.93074544270834,165.10121154785156,84.86167907714844,20378.455693562824,195.47076694064495,4388.64338684082,11961.943161010742,17300.560317993164,103.82069396972656,10530.874614715576,
179.28970845540366,242.71570841471353,167.1736297607422,89.53359985351562,18788.544494628906,197.88819515852387,4604.2610270182295,10264.187881469727,15795.849349975586,101.178955078125,10264.07699584961,
269.79961649576825,376.38621520996094,246.74042765299478,122.6985575358073,18826.69416809082,293.99101567335737,5293.586786905925,10815.90512084961,15450.32534790039,156.22105407714844,10133.104190826416,
149.7697499593099,212.20122782389322,140.65730794270834,73.78378295898438,20436.75680033366,163.53604292159721,3809.844009399414,11562.37043762207,17540.119598388672,83.30819702148438,11120.728912353516,
181.20055135091147,230.2461903889974,165.2474110921224,97.67201741536458,20543.329966227215,,4421.825220743815,10215.975173950195,17336.02406311035,104.28033447265625,12280.426700592041,
248.4219716389974,319.23545837402344,225.2168426513672,105.20103963216145,16030.658833821615,,5606.1849365234375,7572.307174682617,12913.90478515625,146.5966033935547,9385.77783203125,
152.41496785481772,211.05525716145834,142.46671040852866,95.65209452311198,20404.41795349121,174.89786787139505,3777.5553436279297,12557.270141601562,17631.302658081055,84.01307678222656,11349.992942810059,
204.64139302571616,255.53884887695312,188.94757588704428,105.81157938639323,16630.80886332194,,4710.185236612956,8801.179504394531,13646.749893188477,115.13255310058594,9889.935455322266,
153.69264221191406,212.55268351236978,143.6261189778646,99.20393371582031,18096.013290405273,174.3842626324058,3898.5592295328775,10169.44985961914,15381.231246948242,83.72996520996094,10195.551906585693,
171.21590169270834,222.67780558268228,158.34579467773438,95.6660868326823,14176.001642862955,,3782.3849894205728,9918.974990844727,11834.881362915039,97.06158447265625,8106.266750335693,
154.71370951334634,208.84485371907553,143.1162109375,75.57189432779948,16268.90552775065,167.6430444626887,4074.5391642252603,9292.480438232422,13614.064514160156,87.675537109375,8462.212791442871,
166.57636006673178,220.60199483235678,156.9115753173828,113.0552469889323,20115.525853474934,189.93354225654164,3932.1013997395835,12089.242919921875,17196.068649291992,89.114990234375,10487.127384185791,
153.81878153483072,205.80475870768228,141.80231730143228,69.9432881673177,19430.91278076172,164.55919324446907,4289.355458577474,10714.89323425293,16581.231048583984,89.18460083007812,10811.067218780518,
162.11229960123697,209.05120849609375,150.79309590657553,83.739501953125,19919.50954691569,184.248930951415,3972.024897257487,11050.098892211914,16958.120986938477,81.33628845214844,10954.941577911377,
195.50145467122397,253.365966796875,180.37770080566406,109.71245829264323,18229.87739054362,218.8287539340054,4325.580205281575,10958.022430419922,15411.005111694336,110.92227172851562,10374.156372070312,
174.36449178059897,220.4234619140625,163.0681610107422,98.98966979980469,19047.210027058918,194.00387588679465,4147.953130086263,11304.019470214844,16122.010879516602,100.9620361328125,10879.180702209473,
149.71153259277344,195.71038309733072,138.4241739908854,84.78915405273438,15081.556213378906,165.13268395898874,4325.469431559245,8521.790832519531,12525.149719238281,84.1212158203125,7044.531215667725,
219.00250752766928,278.64418029785156,201.84917195638022,75.45782979329427,20928.543955485027,231.93161269696097,4648.123357137044,12609.819259643555,17920.787063598633,135.19166564941406,10795.540599822998,
267.1483459472656,356.06105550130206,243.54871622721353,110.08947245279948,15620.262247721354,291.23548682620753,5528.839869181315,9148.017868041992,12566.538101196289,156.24378967285156,8021.510147094727,
190.35250854492188,251.08265177408853,179.08474731445312,107.32240804036458,17428.59180196126,224.0177067170889,4206.459294637044,10122.487579345703,14497.689315795898,103.90081787109375,9118.508987426758,
191.06033833821616,246.12040201822916,177.34119160970053,89.89459228515625,21062.105305989582,210.15437934242786,4441.433268229167,11635.864135742188,17869.008666992188,108.30567932128906,11950.432525634766,
179.92815653483072,240.657470703125,167.64649454752603,109.74423217773438,21964.183853149414,,4393.299001057942,11872.328704833984,18643.957458496094,98.67385864257812,12520.507469177246,
188.00331115722656,234.02078755696616,172.40725708007812,95.90029398600261,19519.364679972332,,5462.104904174805,8310.421005249023,16161.226211547852,108.31974792480469,12034.089752197266,
159.8242390950521,223.40491739908853,148.95587666829428,87.755615234375,19340.759811401367,175.19409731065033,4087.0652211507163,10471.76155090332,16321.455673217773,90.85752868652344,10795.361652374268,
45.61304728190104,84.5363260904948,45.49784851074219,54.896504720052086,17381.213012695312,,1904.366734822591,12007.351516723633,15353.256454467773,18.958740234375,9525.447429656982,
133.50372823079428,168.8602091471354,122.95579528808594,58.424947102864586,15754.409098307291,142.80409497527498,4070.147247314453,8450.120651245117,12861.237594604492,78.12925720214844,7679.411479949951,
224.1212158203125,279.86487833658856,204.03814697265625,101.54331461588542,18011.230239868164,,5174.1080271403,9302.266784667969,14805.388809204102,132.376220703125,9993.284843444824,
