mse_mean,mse_median,mse_gaussian,mse_unsharp,mse_wiener,mse_chmean,mse_amsharp,mse_laplacian,mse_log,mse_admed,mse_midpoint,mse_gabor
118.02193196614583,155.76946004231772,108.98428853352864,63.233662923177086,21008.43311055501,,3355.0707397460938,14365.740631103516,18451.819091796875,66.94818115234375,8761.396446228027,
38.36033630371094,63.7248280843099,35.96557108561198,17.461598714192707,14898.452606201172,,1942.674560546875,9486.189224243164,13604.584243774414,22.911865234375,7493.883655548096,
162.79703776041666,229.53003438313803,152.67867533365884,109.26981608072917,22399.643341064453,178.51668343359688,3960.5905405680337,13483.22932434082,19249.722747802734,89.11543273925781,11996.944778442383,
58.94720967610677,85.97144571940105,54.95769246419271,30.470006306966145,14632.597941080729,60.61523092763602,2663.0420532226562,8115.570098876953,12910.646087646484,33.4854736328125,6536.731349945068,
33.91657002766927,57.58213806152344,32.2542470296224,19.271804809570312,13889.468276977539,,1656.376958211263,9644.628936767578,12338.764663696289,20.776962280273438,5888.043746948242,
88.27621459960938,125.26330057779948,79.84692891438802,35.62578837076823,14462.694702148438,90.55207217162894,3851.007970174154,6575.103073120117,12537.428771972656,50.13560485839844,7622.24552154541,
39.0601806640625,65.47540283203125,37.379058837890625,25.625890096028645,15014.121032714844,40.250170198651865,1970.7118682861328,9625.096786499023,13450.154891967773,20.650421142578125,6702.102439880371,
85.9825948079427,135.90446980794272,80.68802897135417,45.18014017740885,10478.531829833984,,2407.456069946289,7121.950302124023,9062.093002319336,47.74562072753906,5477.673385620117,
39.773030598958336,85.69997151692708,38.87958272298177,21.272755940755207,11682.651865641275,,1865.9945831298828,7690.598922729492,10442.770782470703,21.033401489257812,4138.527282714844,
149.1721649169922,213.93958028157553,136.64197794596353,42.68082173665365,17244.86623128255,,4142.521011352539,8887.193176269531,14844.98713684082,92.52525329589844,9187.379127502441,
139.32644653320312,169.9505869547526,126.00349934895833,48.576436360677086,14820.249989827475,145.11485965469737,4639.45334370931,7826.91242980957,12249.273239135742,84.98744201660156,6805.689800262451,
94.10472615559895,172.67271931966147,90.36830139160156,68.32450358072917,21030.773534138996,,3144.490320841471,11855.844207763672,18624.81022644043,46.47096252441406,13509.6996383667,
19.090560913085938,54.61143493652344,20.1041259765625,23.204538981119793,13462.033630371094,21.911628557110703,964.2446238199869,10051.283248901367,12903.009674072266,7.943603515625,6241.937602996826,
82.83282470703125,152.82894897460938,78.59727986653645,44.35459899902344,12468.155115763346,,2927.3016611735025,8253.955078125,10731.030899047852,44.015625,4428.174919128418,
52.04351806640625,89.00948079427083,49.213714599609375,24.111953735351562,13597.131062825521,,2631.592371622721,7232.265914916992,11832.810485839844,27.755950927734375,5104.4979820251465,
285.8238881429036,371.76207478841144,261.87439982096356,100.24058532714844,16523.915735880535,,5634.503499348958,8037.156463623047,13254.234176635742,171.70054626464844,10149.590202331543,
116.45713297526042,192.94654846191406,107.67854309082031,47.5931650797526,14967.939849853516,,3469.810963948568,9228.741943359375,12802.167678833008,67.07353210449219,8043.7981605529785,
67.5493876139323,96.05698649088542,62.51363627115885,32.831990559895836,15762.801813761393,70.33491855019858,2328.98898824056,10179.755096435547,13967.886291503906,39.10740661621094,9156.140956878662,
212.48241170247397,296.98438517252606,195.06806437174478,76.83988444010417,17891.706619262695,,5277.79594930013,7952.066253662109,14753.51693725586,127.24130249023438,10223.068920135498,
52.8221435546875,106.96945699055989,51.63997904459635,53.21417744954427,13774.213724772135,,1678.7900136311848,10778.480773925781,12262.018356323242,24.880661010742188,7630.960006713867,
79.39467366536458,123.47685241699219,73.86299641927083,39.27222696940104,13698.228958129883,,3151.749486287435,7777.889541625977,11809.506210327148,45.67256164550781,5204.489303588867,
54.69136047363281,98.58756001790364,51.718353271484375,28.905832926432293,14018.155878702799,,2385.313725789388,8568.588836669922,12490.18197631836,29.659408569335938,6724.044151306152,
49.67017618815104,94.57314046223958,47.20240783691406,22.58936055501302,16007.983352661133,,2035.081049601237,11619.881378173828,14615.337615966797,26.4859619140625,8796.568256378174,
84.54224650065105,127.65618896484375,79.62170918782552,57.41388448079427,17275.370010375977,,2939.160329182943,11870.173690795898,15096.293045043945,45.80683898925781,6383.71399307251,
17.768056233723957,49.72576395670573,18.716272989908855,13.78179931640625,17500.96169535319,,903.9800008138021,13787.322052001953,16405.170211791992,8.87261962890625,10144.508975982666,
35.56903584798177,84.02687581380208,35.136942545572914,22.59179178873698,13405.57048034668,,1775.8331553141277,8851.424530029297,12309.570678710938,17.325653076171875,6145.976268768311,
113.49783325195312,192.00212605794272,106.63438924153645,49.54969787597656,17809.26582845052,,3151.9572957356772,12057.576232910156,15600.409423828125,66.17926025390625,9062.913078308105,
145.6899617513021,239.12657165527344,135.23745727539062,70.62093098958333,16761.116139729816,,4220.954991658528,8446.261016845703,14128.143096923828,79.37228393554688,10240.211124420166,
26.873316446940105,58.604817708333336,26.521464029947918,17.313456217447918,14397.32169087728,,1476.1172485351562,9833.844223022461,13280.588348388672,15.30987548828125,7475.247100830078,
43.05213419596354,71.30379231770833,40.07856750488281,20.56134541829427,13364.685490926107,,1994.7513020833333,9028.022827148438,11885.530410766602,25.3056640625,5847.837520599365,
66.99451700846355,118.90025329589844,61.910319010416664,25.885177612304688,14682.763305664062,,2637.0785013834634,9475.636825561523,13347.701293945312,37.816802978515625,8260.652076721191,
26.019129435221355,69.79555765787761,26.650344848632812,23.195663452148438,13356.03879292806,,1236.6200866699219,9062.2509765625,11333.17642211914,11.951141357421875,5248.1023025512695,
