psnr_mean,psnr_median,psnr_gaussian,psnr_unsharp,psnr_wiener,psnr_chmean,psnr_amsharp,psnr_laplacian,psnr_log,psnr_admed,psnr_midpoint,psnr_gabor
32.875839129866186,31.63169223607185,32.90748870696463,35.433771810520234,28.068410821046612,,28.21218532096458,27.839540521375024,27.95718290672248,32.35019309288498,14.297543432732452,
37.119128410801586,34.67146749348799,37.01061340676509,38.956980456801666,28.46393184506028,35.126074579799386,29.061547016699073,28.28373920306629,28.78934583550674,38.32745289857689,10.799727668925744,
32.532397898656626,31.462640955120786,32.6306374393059,35.50002337769222,27.98295667575382,,28.19056189081316,27.909269539301746,27.986180445065962,32.25405391010362,9.340778492953847,
37.35574322010743,34.55082292521529,37.148417192333405,39.01997618471701,28.027225788247044,,29.09228517810892,28.094534541216028,28.0598232658524,38.96848969428913,10.142285335800503,
31.739529112686217,31.06330344017553,31.842025696780055,35.030073543840906,27.968782064576008,,28.271245810920522,28.08852559819073,28.14108466977622,30.02010206108579,8.030171311998009,
29.91712966665988,29.600335681295377,30.021811536119067,33.32855987242708,27.808430527856522,,27.98047373699498,27.976117884848698,27.832927834138648,25.395703067253756,9.256262662524462,
33.26231877250557,32.25496219846522,33.38190848955247,36.8182456383892,28.078421535668937,29.922637587899573,28.30696831759969,27.92927974072837,28.043436463553462,33.14932246840334,11.03851663438656,
33.951880501088844,32.477944675131376,34.03541896666566,36.888803128476226,28.187152632824723,31.647253368966254,28.286174891415335,27.938070212781867,28.17003001805528,34.676645678225924,10.962277338660613,
31.083412429603253,30.602826162749256,31.127953816889253,34.26185310115175,28.00167116816471,,28.25455426827428,28.011970278696058,28.032959314546446,26.40741771869003,10.817563607909321,
31.44461895064473,30.58957893138107,31.59302433180949,34.921963674555386,27.95495350509839,,28.020511231811124,27.957712045745282,28.01512253113775,30.70305956709174,9.292124652718666,
32.5897510302798,31.66471765519228,32.67257301891298,35.780543007074414,27.80436363964398,,28.357629711779502,27.972786764566145,27.83919846314302,31.418370734097895,10.587166843092408,
30.732887554162307,30.286175834044545,30.83172372988242,34.52723362009507,28.23996502573584,,28.087729189147534,28.034133500423867,28.322426746149162,28.01930261536863,8.897408084893959,
32.00058166104747,31.036064491009682,32.066364611271936,35.152716453378304,27.807656379732233,,28.19952728544711,27.868607704444152,27.790941819192266,29.889286166073834,12.851079326052314,
32.58706918927898,31.705591466261353,32.77128077592741,36.479225648020886,27.82356342797668,29.671617241315133,28.1161517398018,27.887434648040834,27.911483587142403,32.17279547271316,10.376425696905356,
32.330895806069556,31.350151472950635,32.455012864653185,36.0224901750372,28.010169742097638,,28.1459856239844,28.010290270285484,28.064845439796496,31.810756574403833,9.24882944504504,
33.05170819460561,32.294047301570586,33.26816265136853,37.431586904349544,28.28997763415115,30.499807294021704,28.428582861646507,28.04290132268324,28.16263188117827,32.824712056388805,10.254439634798022,
30.816771285518048,30.23614119661746,30.85012348133749,33.492819489292984,27.97746550570355,25.090068192272902,28.188933154378812,28.07952839867149,28.22769477802115,27.852540091392125,8.682574725467129,
34.64863507575744,33.16828216535662,34.707549845340885,37.61731140407743,28.10706950410879,31.689659718116886,29.049083600901984,28.117772343333712,28.197664576142834,35.001681928365365,9.903358791409234,
32.643376442264454,31.910663058159784,32.80270133719028,36.64112889142365,27.96547910418205,,28.423090560876673,27.929228497739793,27.97808029273398,31.45226279497285,8.357152226536767,
33.068427401954835,31.841344605821927,33.21351497613107,36.63794797223137,28.01669273806803,30.819228105413355,28.038433781903443,27.821961314037146,27.96625978605167,33.58745715874005,10.953370338295663,
29.031165663750205,28.963159067858673,29.11617704768403,32.35167921596072,28.060706949155847,,27.9155005185158,27.905730667262787,28.031990137577903,23.886022999393617,9.504802207057573,
34.086172078094606,32.97372313280454,34.24958057421813,37.98278289000953,27.952862213919268,31.329582999898385,28.372781000339245,28.048111358149992,28.039386229466807,33.9829821289914,12.482734284727247,
32.57231235334616,31.583680198207006,32.67291686539516,35.70447051564435,27.846625487765042,,28.448022265904385,27.77537767845608,27.636605632766805,31.57631691161051,15.973075315918077,
31.363301596657614,30.663081214143645,31.424564817607585,34.47344474638793,28.184870693470884,,28.198930377605155,28.025392398611686,28.23152169266322,27.965549064225655,10.045773529118682,
32.6097598108946,31.412579552841283,32.75391644598485,35.84628353733535,28.115707060336938,,28.070434558788982,27.856075679396216,28.195266801966703,32.80689072804889,10.514330820891548,
33.9487111267893,32.754654963232255,34.04267813151126,37.120614338200376,27.80223403534262,,28.563386990224696,27.778040741349457,27.850594445458874,33.46840320460383,8.703367493552305,
32.942321301630166,31.75449170521236,33.078001438857115,36.57890693935108,28.277020109040777,30.780254175853663,28.020300835591527,27.88787138716566,28.225902812816027,33.74085645229825,9.965013795293403,
31.103053495327448,30.38728075618547,31.22910428215458,34.26104472682876,28.122708339277956,27.217024342182917,27.979281969652586,27.81602305298208,27.96793305729217,29.777474940468775,11.30043125122167,
31.362857564836467,30.530607271762197,31.38364128085554,34.47324491829531,27.759646842755746,25.446231744576355,28.114269648283564,27.916010307033158,27.79776456693011,27.72756870732268,8.757810114442218,
32.11116192707845,31.328284261370904,32.20231883549155,35.5432438171453,28.09635352946939,,28.15155769733568,28.211383013716986,28.454796733050895,30.97389354122294,7.467296701528805,
34.03221213108565,32.56386809107285,34.06923665052099,37.40703758767528,28.80429189843047,,28.5864610903316,28.25057894325818,28.669085063324054,34.47463629329747,10.956344247403798,
29.673804559236405,29.304011207300697,29.730953470241804,32.66293753794948,27.9596869636492,,27.926703157455623,27.919344853385777,28.04875183495981,24.950573620993556,7.985675820816287,
34.24946127741965,33.02784691102906,34.30405883205354,37.45763195984258,28.482973005555763,,28.665679090193276,28.14901376596367,28.350362061596826,34.144765884705556,10.035796619665119,
30.625076016861293,30.182177508892394,30.749058443387828,34.20853136452094,27.869936306350954,,27.91987634592313,27.953509365286337,27.987979397480004,28.128547104229746,7.011776220393804,
33.93457289613891,32.812517931087406,34.02537294929945,37.612262582972974,27.823694734514973,30.738456277922957,28.77292471479229,28.25366115594267,28.241643835217648,33.60494947866355,8.59140386803933,
29.959474990672675,29.716768157832867,30.030968059080017,33.22000789892314,28.009166114971215,,28.01078380472508,27.973942235152744,28.022791788247986,25.475320068209438,8.695753357867893,
31.854755568983087,31.228599381457034,31.98516253563188,35.83286297755943,28.043919489135817,,28.228888476761025,28.02253452757132,28.037800013953387,30.354810323499656,9.616266821513413,
33.21110353265479,32.10614611940227,33.320466435761595,36.478023720443524,27.89410121310363,,28.31425904741916,27.945978525550593,27.870475932949923,32.91863880320359,11.094690268011727,
32.42071988772053,31.74210876400683,32.57038040230011,36.660285530847794,28.19432998451019,,28.328414718703886,28.151469361445454,28.282995173797385,31.40613673289799,8.086172508213364,
33.48233855426316,32.24457076761135,33.56859230303999,36.83517622360923,28.354325170644383,,28.233617020546802,28.207147533490023,28.81427097625164,34.55942857426029,7.807336337486582,
31.848230513689995,31.17003872719932,31.980701177821658,35.72602109019731,27.980582988030562,,28.208923903470247,28.092754633521395,28.126808818676494,30.497721233779977,9.825815727929932,
31.471343761349093,30.708322061384084,31.601083440774115,34.5469595688429,28.14623700180165,27.510387188530927,28.036267979277206,27.899089380091823,28.175563636148652,30.16490424239973,10.873523414824636,
30.607622329352534,30.142200119621666,30.71552956542693,34.26472168779203,28.30435679133586,,27.963403993678703,27.926723389758862,28.319069056609322,28.289462329314887,9.319612370236797,
34.96021489566131,33.23319672711419,34.94922667863224,37.46208934048328,28.393796428763885,32.90903762731179,28.535038377301962,27.742019211697357,28.0290437688019,36.32802209624188,15.816715904362315,
29.540121074621858,29.392719853806003,29.616594213445442,32.81031976834744,27.969444362927966,,28.096426725620432,27.999668925818625,28.100130000508013,24.52098710214387,7.8547183628044435,
33.46484336067952,32.27863658235326,33.57610705366944,36.71081937826746,28.008289634696673,30.401611488271204,28.344114072944095,28.14480607163827,28.28892692614271,33.21894633738859,11.328254865205928,
33.89874249598663,32.59713618803273,33.986691259226376,37.205605009843715,28.01315213212563,,28.494062125605467,27.956461573137595,28.105095601330518,34.22375529031567,12.375365682985993,
31.19794895816501,30.601992587232587,31.271317147566407,34.44509084637057,27.995418615083977,26.369870163092102,28.051281503523224,27.964532946809552,27.981008282394228,29.63537258023574,8.360522251962461,
33.07132103103453,31.967098736152945,33.138148443140004,36.67664027623455,28.67467056942653,,28.41186563181006,28.014328931056234,28.353836124203852,33.11002393079014,13.055552078832056,
33.030264483387846,31.831629930753785,33.06995146565816,35.483619753698065,27.93349786717474,,28.52173806951644,28.249684604767204,28.27985093029024,32.75079402803415,7.103691286545711,
31.851531098548573,31.094259067530025,32.004096056201966,35.758369065938815,28.263830536254364,,28.08266804587985,28.087902851175997,28.441418979146242,30.97752201824521,8.757423556387021,
30.819384567766164,30.464734884621937,30.894788650840603,33.74565099551122,27.882342600788405,,28.482640519904713,27.83824431265105,27.778967088162567,25.971407152370315,10.020044833644956,
33.01644863114713,31.878039034443812,33.11285080864917,36.588634238366765,28.501369994701907,,28.21444022650374,27.92901214512021,28.34966298268013,33.72003384106664,10.88566905806282,
34.438142105972204,32.973682710198624,34.49104947962916,37.627373575057504,28.359621467605397,,28.666085856912666,28.094453710105824,28.289101491940404,34.518437625972616,9.842213228013645,
36.6217239726468,34.206055742766715,36.43967826183458,38.17396572397887,28.877062714272846,33.98430675633596,29.139023492851905,28.247541121856262,28.781589246421145,38.18229980292105,8.850149992612481,
30.87604946690795,30.226468117631544,30.94484259754257,33.85258507752822,27.810742719738833,,28.07759621033508,27.95243245861347,27.867863507258118,27.0899308425087,9.56665073171907,
30.989973385581845,30.432406967257215,31.088014653275472,33.94980753441963,27.82464981060329,25.821293467903217,28.055081484726067,28.008891833443542,28.05466819254143,28.6987515089659,8.768001802862827,
30.518712273636943,29.941653897723548,30.607208967878247,33.59917778733922,28.249945462849414,24.36417688142154,27.962595349633588,27.89583312143341,28.274059628133543,26.829498620438706,8.545059215390028,
