mse_gaussian_otsu,mse_gaussian_kmeans
9852.860560099283,8908.383326212564
13993.299814860025,14258.394048055014
12929.368957519531,13674.09627787272
7464.941909790039,2430.7996520996094
8290.473744710287,2409.207677205404
12283.107208251953,7788.162999471028
8315.278676350912,9354.31959025065
11377.141204833984,11645.198303222656
13781.394831339518,13252.681696573893
9738.657384236654,9522.17034403483
8934.85407002767,1555.9758809407551
12755.856246948242,12429.386286417643
14294.495717366537,13086.361948649088
9983.95393371582,1999.1834564208984
12844.94426981608,12990.847869873047
11781.608673095703,12111.334177652994
12037.594884236654,10548.672653198242
14097.075251261393,826.983652750651
10635.4733988444,3767.579864501953
7897.756022135417,6062.100758870442
14234.969848632812,1740.9936116536458
14372.754862467447,1314.0883229573567
9046.79434712728,9952.68256632487
10619.094467163086,10121.611297607422
10699.087346394857,8544.713882446289
13611.597086588541,5875.672958374023
10118.177998860678,4705.165466308594
16219.586395263672,665.4585978190104
14494.65943400065,13649.053756713867
13843.24018351237,13869.517272949219
9936.0412495931,9826.51682027181
14270.25678507487,13565.159215291342
5657.396937052409,2642.400202433268
12938.261576334635,12123.848709106445
6254.529759724935,4186.951329549153
10206.456522623697,10348.560557047525
14795.020451863607,14028.88461303711
12530.839655558268,2831.693359375
11388.10774230957,2571.8407084147134
12183.922734578451,5314.149190266927
12119.77956644694,12711.487503051758
11261.63735961914,4390.890111287435
14887.401458740234,1133.0751851399739
11961.460749308268,1916.3632558186848
14447.916676839193,1364.2970377604167
10204.75168355306,10509.06147257487
14813.58354695638,14477.037470499674
17731.5191599528,16760.739807128906
9411.602895100912,8874.296015421549
9373.945266723633,9418.692337036133
9420.663538614908,8653.374084472656
9009.295735677084,8255.953140258789
13991.112970987955,3800.5423431396484
14885.281951904297,5449.6439870198565
16219.289698282877,6098.737202962239
11838.747889200846,1851.5483957926433
11976.958836873373,13850.43658955892
10661.632843017578,3127.8097483317056
13596.304107666016,10227.388356526693
12768.188252766928,4347.7958577473955
15179.142395019531,2428.940373738607
9856.631393432617,8987.734313964844
10362.305994669596,3645.213668823242
14712.269907633463,1051.5521596272786
10370.1540629069,9984.409815470377
10744.888468424479,2106.4580078125
16499.532028198242,16687.526606241863
14911.505599975586,2618.789291381836
15853.53736368815,14999.005187988281
17634.1450398763,2569.7723337809243
12594.330810546875,1764.307357788086
10785.719584147135,8994.302764892578
8536.246383666992,8604.983662923178
10403.080525716146,3292.948471069336
12804.463653564453,12499.455032348633
14244.384684244791,2347.3928578694663
12360.746541341146,11985.497105916342
11743.942886352539,5691.851771036784
14999.141637166342,14624.051681518555
10391.664184570312,12435.00380452474
10007.896728515625,9547.979471842447
10273.162877400717,3827.228800455729
13263.912063598633,3548.535171508789
9031.731399536133,10242.849721272787
13531.667897542318,2251.3665059407554
11916.782938639322,10076.622233072916
8493.277903238932,4751.514114379883
14366.801620483398,4492.857035319011
10979.015228271484,3481.3144022623696
12078.753590901693,1411.7096506754558
9995.693196614584,10785.48823038737
13234.742360432943,839.7935434977213
12437.103118896484,12784.106414794922
12311.461201985678,1474.3700764973958
8116.206949869792,10172.564646402994
17115.933670043945,16891.176198323566
6218.420338948567,8101.2716725667315
15062.753128051758,14597.987325032553
12862.091990152994,3915.846710205078
12913.229334513346,2460.0889485677085
11522.773010253906,4106.57800801595
9177.657526652018,6821.596130371094
11728.042297363281,11497.05982462565
10334.277099609375,3058.719151814779
12211.684412638346,11049.91845703125
11840.062530517578,10324.453643798828
7919.929967244466,1130.9609476725261
10183.806696573893,10045.515101114908
8132.535654703776,8304.43856302897
11439.152267456055,5849.3829345703125
13353.60334777832,5595.4334055582685
17610.10484822591,15964.583033243814
16737.810404459637,1112.1410013834636
8496.836410522461,9019.128616333008
11261.288914998373,10928.162872314453
9487.377726236979,3234.5374043782554
13965.454162597656,13162.212651570639
9566.156102498373,9253.789881388346
12208.853586832682,2629.3434397379556
13450.122446695963,6133.2027587890625
13612.391438802084,1651.263188680013
10900.003362019857,1241.798344930013
12140.23378499349,1238.709223429362
18522.52054341634,18148.175506591797
6121.9401295979815,5805.550318400065
15700.002604166666,2997.6267700195312
14962.38698832194,14830.377075195312
12709.98688252767,12604.178151448568
13355.621785481771,13152.48232014974
10053.264104207357,10077.643107096354
13201.625035603842,3300.675791422526
12815.872528076172,8158.943990071614
8367.047744750977,6986.313166300456
13114.469502766928,1499.7650604248047
11095.857737223307,11128.368311564127
12012.20923868815,11444.951360066732
9304.848520914713,8884.566543579102
15975.609090169271,14387.215977986654
15400.07666015625,3153.1106923421225
11085.023630777994,4764.837112426758
14001.548817952475,15218.368448893229
8128.916244506836,4500.867640177409
13539.574742635092,2819.116724650065
13939.021952311197,2409.7362162272134
14718.220331827799,1393.7331237792969
15167.07046508789,14851.601521809896
19018.619130452473,9393.666641235352
19176.67003885905,19484.93618265788
11005.339330037436,10838.981872558594
15992.34499613444,1208.4400838216145
13916.741114298502,1377.2446187337239
14061.786692301432,839.9067535400391
9965.089319864908,9505.698237101236
12602.582270304361,4494.050425211589
10367.702967325846,2273.886530558268
21935.839772542316,1720.7490997314453
17258.860682169598,15797.274368286133
13082.994160970053,13217.427439371744
12754.16812133789,9994.65847269694
9728.10215250651,9120.526326497396
10416.52956644694,3516.4307708740234
6941.255930582683,7106.414571126302
13188.322204589844,1933.0512797037761
11233.742095947266,6873.384114583333
9749.50032043457,9760.831568400064
9592.798156738281,8367.472244262695
12165.89932759603,5026.3235422770185
19850.737416585285,2666.03369140625
8492.10530090332,6510.466456095378
10719.765477498373,10406.153823852539
10221.454884847006,3716.473887125651
16718.065363566082,2995.342046101888
11916.084665934244,12499.05229695638
11931.500762939453,11206.282836914062
6289.8007253011065,6260.765401204427
10285.601231892904,1931.8307596842449
13690.630747477213,1032.791000366211
7844.099314371745,2288.8133544921875
11426.215016682943,11470.892471313477
7945.993540445964,1813.7283630371094
9760.141596476236,10015.621907552084
15382.271036783854,15063.814275105795
15683.305363972982,919.3236236572266
14328.521723429361,13744.596150716146
9717.559453328451,3463.3060404459634
15543.44639078776,2458.446283976237
12779.617462158203,12977.31332397461
9187.15778096517,3642.9535624186196
12413.892120361328,10411.719497680664
11671.049926757812,3133.193517049154
13819.627716064453,2425.6713358561196
15386.148986816406,1370.4520568847656
7002.829828898112,8481.116282145182
7823.8560791015625,3472.4338989257812
7221.339650472005,9780.937088012695
17650.68295288086,15998.769180297852
11650.19131978353,2548.1063283284507
10968.331263224283,1944.4576517740886
12576.895818074545,3994.567428588867
10103.621607462564,2580.862299601237
12643.46624247233,10475.550481160482
14070.219629923502,14299.350377400717
9588.71458943685,1816.2742665608723
18031.52153523763,17790.688557942707
15733.922266642252,15508.31094868978
15502.482869466146,17338.35919189453
13751.634684244791,11405.106318155924
11124.494222005209,10495.089040120443
13628.19888305664,13998.25889078776
10621.9392191569,10863.41253153483
9557.156478881836,2509.356847127279
8809.269200642904,1113.2814076741536
9324.278493245443,5180.927831013997
9409.684366861979,9042.58891805013
14867.304875691732,1236.2555694580078
17566.543919881184,17431.104329427082
8552.050389607748,9128.967397054037
12645.811050415039,740.0214589436849
17260.045064290363,1128.5260518391926
11559.916732788086,2713.5777842203775
10196.81086730957,5147.409922281901
12488.967142740885,1422.1954905192058
10625.247146606445,9673.023564656576
15769.486267089844,15287.187225341797
13477.979456583658,14591.233779907227
9706.137491861979,9854.21950785319
9931.741022745768,4305.665135701497
14284.927129109701,1899.6746470133464
12100.665547688803,1381.4144083658855
10502.837631225586,4644.516571044922
10778.819859822592,10340.601221720377
17649.314158121746,2662.3259938557944
11953.5087890625,4044.6023610432944
10378.715321858725,1955.644510904948
14588.702072143555,12832.25277709961
10313.997049967447,1392.9712880452473
13182.753911336264,4068.7813313802085
17663.99934387207,2123.8095499674478
11305.895055135092,4912.6447194417315
7711.927419026692,1574.7100880940754
16528.928756713867,9540.781819661459
10460.000371297201,2040.3233184814453
13400.25233968099,3222.9749348958335
9466.50259399414,10255.61100769043
9554.193079630533,4790.888753255208
10795.765075683594,2652.4903615315757
10493.74050394694,9898.710413614908
9890.51717631022,2680.2205403645835
11633.469970703125,9218.062856038412
16509.78086344401,3046.4353993733725
14588.259780883789,14442.438283284506
12185.693389892578,2547.471237182617
10244.928822835287,10615.511896769205
13997.732528686523,12962.942001342773
10577.939600626627,5258.692001342773
13579.705291748047,13223.200566609701
10502.419204711914,2880.427485148112
9710.082946777344,8514.947545369467
10968.043574015299,11840.164866129557
10805.46982828776,437.9084930419922
6823.589090983073,6481.934458414714
11162.569610595703,3413.9778951009116
13375.801762898764,12799.52385965983
11050.97844950358,1519.3033548990886
14401.903381347656,13303.010981241861
11354.852513631186,11419.364557902018
14329.150746663412,14379.022944132486
11703.21590677897,14842.199335734049
9631.904688517252,5458.382548014323
10708.489944458008,3828.6074879964194
7085.969614664714,1259.2347056070964
12487.316670735678,13463.479649861654
9476.530212402344,10067.255442301432
13965.986679077148,14695.270314534506
10721.524164835611,10827.248733520508
10355.761555989584,10503.85844930013
9422.715026855469,8386.502034505209
11479.774439493814,10494.156036376953
9078.512756347656,9125.897928873697
10361.676223754883,3845.538299560547
17464.497314453125,3706.9244944254556
15924.280807495117,15999.418991088867
19301.298416137695,1665.7612711588542
12927.745473225912,1862.6826477050781
10698.661376953125,2958.446935017904
12622.43204243978,11193.204111735025
15704.377797444662,14963.090682983398
4786.452453613281,5545.917002360026
11931.364329020182,11589.120529174805
10573.670120239258,1407.2105051676433
11632.409642537436,2000.4039866129558
16839.534489949543,14604.626164754232
11627.844563802084,10956.620457967123
10777.545766194662,3330.814910888672
11116.594594319662,1778.7709401448567
9255.075754801432,9233.598449707031
8367.88417561849,11725.820475260416
11315.64414469401,11022.833811442057
18863.82256571452,1509.6663869222004
6752.993626912435,8395.714833577475
10316.920689900717,10238.203628540039
14456.807261149088,14075.845982869467
10634.944559733072,4118.807062784831
11356.908065795898,10978.40305074056
21027.729873657227,2605.5343271891275
15952.738845825195,15899.199569702148
15447.452555338541,14330.711608886719
7253.832997639974,1664.6455942789714
12288.742309570312,2301.865809122721
12543.457102457682,2343.403554280599
8716.523961385092,3552.3358205159507
9827.80532836914,4473.294423421224
5404.937967936198,5839.161717732747
11257.224044799805,1235.0941314697266
8517.186406453451,8570.257314046225
11430.274795532227,12225.574966430664
11135.456237792969,3390.9717152913413
9019.92051188151,2852.5895233154297
13149.287801106771,1022.2651418050131
12385.404205322266,13129.793167114258
11828.624114990234,3319.0448455810547
11311.491394042969,8470.248189290365
15582.468877156576,1739.0270233154297
11890.781066894531,2777.0758616129556
15396.32270304362,1887.6194101969402
10290.822001139322,3898.387700398763
9149.095311482748,5779.149139404297
7926.828140258789,7921.810307820638
17970.111114501953,16283.059458414713
7856.661916097005,7348.534047444661
12548.503224690756,5356.905481974284
14378.252421061197,14481.813446044922
12256.810404459635,1377.7933858235676
14041.200795491537,13635.528035481771
5638.981969197591,4646.062169392903
12154.225255330404,2928.7025604248047
8542.802001953125,1319.7327779134114
12738.41657002767,9962.617095947266
9831.887619018555,9270.262771606445
20706.53354390462,19877.975992838543
12023.554972330729,12513.048182169596
11535.961486816406,10402.016510009766
12708.08881632487,10839.757700602213
9830.357401529947,1589.6932779947917
10458.017435709635,4909.440073649089
10042.415339152018,1887.9662475585938
12827.89370727539,860.9705301920573
7319.158772786458,2655.7582651774087
10217.541732788086,1098.7729593912761
16414.05967203776,15213.49447631836
8662.820536295572,6768.596649169922
10272.022964477539,12545.22681681315
13089.83878072103,3450.2244822184243
13398.243977864584,13268.784383138021
11093.312672932943,1816.0406138102214
10434.497934977213,3682.1922861735025
9737.881306966146,3946.6136372884116
17755.565907796223,17450.411361694336
11270.267918904623,11281.123596191406
12964.666224161783,1122.2685241699219
7684.856547037761,2098.0952911376953
14371.030044555664,14063.444539388021
21482.25098164876,17171.475423177082
9600.259053548178,2594.8641764322915
8641.353713989258,4957.454727172852
12290.087783813477,11459.099309285482
9121.203069051107,4815.279062906901
9902.880905151367,9799.953694661459
10986.560516357422,4124.744232177734
10359.222539265951,11959.034825642904
14349.733149210611,13910.966217041016
14543.164815266928,2536.100799560547
11846.391209920248,11747.60019938151
7473.4084879557295,2601.8928019205728
12961.173548380533,14707.586263020834
13232.250610351562,12970.368306477865
11479.717468261719,10832.727737426758
11455.382202148438,1354.7136840820312
8281.857838948568,7855.5741780598955
13289.163228352865,734.2007090250651
8113.613911946614,8167.391535441081
11106.36196899414,10444.996810913086
12353.147216796875,3886.8629557291665
10643.23122660319,1674.0208282470703
9535.436284383139,2558.450190226237
9247.143422444662,1500.4881795247395
9714.183547973633,4925.288213094075
12938.052851359049,3418.504221598307
8686.417755126953,5528.821451822917
17714.500157674152,3876.427449544271
16942.087488810223,16780.978149414062
9358.51783243815,3211.3237101236978
6167.692632039388,6648.38400777181
15557.029932657877,7591.7333984375
9884.161483764648,2000.4283803304036
12455.376983642578,12680.322692871094
13493.413045247396,12872.79889424642
11116.484232584635,3883.410847981771
10317.680435180664,3724.955535888672
7927.06569925944,4768.948318481445
9336.317881266275,4837.286071777344
15407.65310160319,1288.7864735921223
10330.209477742514,3961.4422047932944
13944.390228271484,1338.733881632487
9404.200988769531,9928.045618693033
12100.035293579102,2921.5228576660156
9981.916280110678,4051.9085489908853
11321.55322265625,7172.246185302734
10068.156580607096,3707.4398803710938
13397.70231628418,12528.57992553711
18511.332122802734,1305.9627685546875
9816.307133992514,10362.32574971517
11002.01421101888,4994.430033365886
9846.654576619467,5975.049407958984
9482.633992513021,7444.716557820638
14630.747055053711,7516.785842895508
13804.941909790039,13443.930079142252
10668.21688334147,10654.969355265299
7566.491943359375,9739.14860534668
13152.314407348633,2195.0256856282554
13463.1931254069,4227.773691813151
11166.408325195312,1420.2812245686848
8673.848241170248,2747.7664998372397
13100.811462402344,10401.162053426107
9848.44975789388,10616.206954956055
7472.056838989258,4341.3721923828125
17042.02353922526,2905.556844075521
9192.011561075846,3080.538874308268
10634.836456298828,10302.609100341797
14049.690719604492,1546.1514078776042
14368.950831095377,14021.49983215332
14175.76424662272,1719.553746541341
11131.093322753906,2832.8727060953775
19759.928588867188,19552.222122192383
14901.111974080404,1569.2054799397786
8350.544438680014,8212.257700602213
11920.787679036459,4026.8421478271484
13008.484354654947,12857.16840616862
8246.24944559733,8220.44280497233
19573.075541178387,12289.664072672525
8910.584243774414,5308.837188720703
11830.259684244791,12352.87092590332
14461.249455769857,1019.5145568847656
14049.177942911783,5692.771469116211
18506.743998209637,910.5755818684896
11197.470718383789,3349.133087158203
11150.176752726236,1606.0782267252605
16130.51587931315,14961.161356608072
12827.69595336914,11444.348648071289
12250.767395019531,3450.12863667806
12102.320561726889,2777.703643798828
21211.619064331055,1504.911412556966
11451.991694132486,1328.4329935709636
13799.040608723959,13482.009480794271
9855.657974243164,10758.994023640951
12574.370727539062,12736.498036702475
9567.018259684244,3271.3900095621743
10745.178192138672,9267.269892374674
8027.365636189778,6408.839889526367
16490.86865234375,5065.228022257487
16893.125142415363,10785.33344523112
11101.806869506836,4228.025136311849
11347.127370198568,2395.6332194010415
7680.915125528972,743.1854298909506
15711.621317545572,1016.4294179280599
13337.887674967447,2209.2903747558594
12359.15325419108,2948.1305491129556
11150.900232950846,11297.934361775717
10594.022659301758,7269.831395467122
8462.94016011556,11044.758255004883
12405.702631632486,13824.309717814127
12838.352798461914,13724.084411621094
11059.700485229492,5722.019276936849
10147.983510335287,9553.684382120768
