mse_gaussian_otsu,mse_gaussian_kmeans
18795.198588053387,774.0191853841146
20935.65838623047,605.9631805419922
14845.751759847006,15158.918014526367
21391.777231852215,21138.23193359375
19518.044464111328,390.9259084065755
15314.415156046549,981.9632008870443
13767.710927327475,13562.12784322103
15269.975158691406,503.63807169596356
21120.085535685223,463.23797607421875
14292.832656860352,2220.419850667318
15077.221196492514,601.6413930257162
17744.589818318684,17742.77714029948
17038.558970133465,551.8901926676432
21258.39284769694,21044.06088256836
24261.262969970703,2028.1167297363281
17007.452423095703,16891.74814860026
13765.767929077148,15231.39801534017
18493.44138590495,863.4654083251953
18082.606511433918,17841.20962524414
21826.038787841797,21734.374689737957
21564.927968343098,1019.117441813151
20113.25345357259,579.2124328613281
15677.729502360025,433.2144470214844
15397.108678181967,192.64020284016928
19481.520329793293,671.6649119059244
20215.397486368816,496.56789143880206
20447.69834391276,455.7931264241536
16931.17056274414,16848.343083699543
18454.56837972005,847.76953125
18826.52089436849,19145.714614868164
18179.132548014324,441.85626729329425
15886.713862101236,15766.73757425944
19325.075612386066,750.2237192789713
19668.478322347004,689.5688018798828
19017.871693929035,676.5596974690756
14542.150110880533,14404.727650960287
21207.22398376465,21160.297297159832
16244.349217732748,890.8696339925131
17490.787806193035,17360.508900960285
17782.62012227376,18280.45502726237
17271.41476949056,761.4563598632812
19517.556610107422,19434.553115844727
16005.637262980143,864.5959879557291
18789.995035807293,643.0155385335287
16004.6064453125,15753.87491353353
19138.19519551595,739.3152669270834
19423.287363688152,908.3557078043619
17978.219248453777,17966.122014363606
17070.502802530926,16954.29739888509
21724.19354248047,610.7900339762369
14018.767807006836,14779.10595703125
12894.92567952474,1528.3121185302734
17181.961568196613,945.6670481363932
17334.67854309082,17205.37710062663
16881.213312784832,16808.52537027995
18901.266026814777,18717.190653483074
18677.46112060547,947.0292256673177
19111.946935017902,844.5955454508463
21541.204345703125,606.4834136962891
14733.451039632162,357.135503133138
18610.13715616862,18387.02414449056
15502.427947998047,15362.341166178385
20464.577733357746,420.77386983235675
20857.215133666992,960.7673594156901
20544.893580118816,890.8411610921224
19175.008244832356,19012.84844462077
15691.846008300781,15625.258168538412
16132.211883544922,895.7847900390625
19208.47755432129,19033.72413635254
19935.239456176758,988.1800893147787
16931.683369954426,935.1720021565756
19538.233998616535,19189.44512939453
15863.504531860352,2660.4139709472656
16657.761678059895,1220.3487548828125
18594.60396830241,759.5814615885416
18208.72300720215,468.25580342610675
15802.579833984375,1476.4733327229817
17277.25684102376,17196.53058878581
19283.32325744629,19130.680592854816
20449.5333404541,654.1968739827474
13729.018259684244,13662.869420369467
16045.047892252604,761.7687530517578
18828.326838175457,1347.233174641927
16708.6923828125,16613.172403971355
24366.92059834798,229.84048970540366
15107.616175333658,15816.499715169271
18466.85548909505,18390.729949951172
20961.310221354168,20577.19044494629
12683.57821146647,12545.247126261393
17434.24156188965,17688.09169514974
17266.077962239582,17280.25002034505
21793.862030029297,22049.894332885742
15336.89235941569,557.3405558268229
18851.60094197591,18776.49834696452
19112.528889973957,647.7946624755859
17213.20721944173,17855.5838470459
19842.27698771159,1088.1396586100261
15245.983428955078,15181.108510335287
14930.111211140951,595.3351593017578
18498.237401326496,18256.357788085938
14520.126408894857,920.7590484619141
19813.78103129069,541.6290893554688
11957.163518269857,489.688959757487
17455.884033203125,736.8944854736328
18234.8297068278,1952.0506490071614
16945.10283915202,854.1512603759766
16528.431350708008,774.5747985839844
14336.047754923502,482.07020568847656
15142.854014078775,16317.40306599935
17095.58204650879,16965.263895670574
19499.367396036785,19490.198603312176
19136.75949605306,18956.688028971355
15960.453979492188,16439.47186787923
22411.939997355144,459.90821329752606
12528.736389160156,12461.469523111979
16127.660909016928,370.02264404296875
17397.491221110027,17260.253356933594
18369.0771484375,1436.3431752522786
14273.128311157227,14866.021453857422
18406.857309977215,18344.38650004069
14380.95034790039,14868.086303710938
20543.86851501465,20279.60828145345
14275.299245198568,14218.52197265625
18669.186533610027,1055.8038431803386
17094.07455952962,16877.033635457356
17437.53564453125,17596.03076680501
19311.166661580402,1006.0195770263672
17744.448649088543,695.4750010172526
21086.10535176595,20678.633860270184
17777.98159790039,951.2748057047526
18693.044545491535,18734.42853800456
13455.416305541992,440.65996805826825
20967.459726969402,20787.561213175457
17762.224817911785,17635.82941691081
9403.45947265625,9326.497273763021
18216.078491210938,18136.384389241535
17146.67363993327,1103.4684092203777
16164.77904256185,16019.776809692383
14435.123463948568,3215.5560404459634
14501.39111328125,14367.00558980306
20830.9693552653,20670.20964050293
25371.357950846355,1561.7732950846355
20043.90170796712,19878.915115356445
16080.215464274088,1685.4856719970703
16655.43251546224,879.2209828694662
17268.56854248047,17030.834503173828
17516.861251831055,17436.902420043945
16617.66387939453,1187.6878051757812
15442.33162943522,17205.611907958984
21789.510411580402,873.1187133789062
16940.321319580078,16880.25808207194
17920.42384338379,1158.3723449707031
14755.747924804688,2229.761205037435
13630.659896850586,13529.2414449056
21284.331766764324,21171.104049682617
