ssim_gaussian_otsu,ssim_gaussian_kmeans
0.11508440092471432,0.13507956215775865
0.050343832738601386,0.057132858696347356
0.12408410284257639,0.6721906513421666
0.16962847754899235,0.6862810061362165
0.10209020753649507,0.11698117755236569
0.15240574924318726,0.18565549970690234
0.1086457302003553,0.8016479225065823
0.14134727705647313,0.15324956358914602
0.04642263089750664,0.8257779480670924
0.3550442167251175,0.5634772979124832
0.07594959855815703,0.8162844790488197
0.12355667202590233,0.14095675768708196
0.11010659756390079,0.8080630822527543
0.0685780824009177,0.8506636168045497
0.147143719832582,0.1645080646690224
0.09868143635174427,0.8063072690297277
0.10218302274723512,0.7624385994200346
0.14770539652769032,0.16271801929652854
0.11310022491535277,0.6897500504203252
0.13060897894351428,0.136007388062799
0.07482227154831121,0.8096973847157128
0.10060192099138805,0.12307648846757697
0.06609955195845146,0.8168836676445156
0.09483560104380427,0.8110993501549281
0.248524281098129,0.6702173153653824
0.0797654994624253,0.08213472151333179
0.1303003715026213,0.7525118054430093
0.10584995674831076,0.7435400877450085
0.15196047845804156,0.19644283874749977
0.23980100361920842,0.2618589433350732
0.17246933950384458,0.7300422777688226
0.1576165646828299,0.16790713299557058
0.11289178162349078,0.7289131360590266
0.17867376704974824,0.7121570576080408
0.08974024023346582,0.8253505352483735
0.17535637975788734,0.19067216004066748
0.14691193400290434,0.16240089020571133
0.2287016349296629,0.681513600886252
0.15124267971180969,0.7336327986456799
0.13274322937319907,0.15125246345100676
0.1032978394857658,0.7971006136130053
0.1275307483390919,0.7413788804362446
0.06809953702654012,0.8407049202982287
0.13378672005044112,0.742184031800123
0.07380505807827978,0.8301247867826352
0.16539068089692427,0.1772100373695732
0.06986024442754633,0.07548053259824213
0.21396493520257512,0.6443836081412536
0.08907565809769676,0.12207450683043171
0.07419547641150304,0.8253146872510451
0.1285643043292848,0.7242666617707217
0.17677599279109266,0.15369459837884253
0.10180237708343208,0.11204399313744179
0.1537759802200381,0.1702124073388731
0.19946760326344448,0.7748684306770574
0.11829638413473169,0.8011518249574446
0.19121714828593153,0.19702273704946494
0.06554619647025475,0.8077763615823713
0.1444787542907033,0.16442916293464135
0.12082899254796771,0.13942253961809364
0.12576892546839122,0.1532012715706987
0.3055148566647839,0.5467585405900374
0.08984745716167954,0.10630908867584958
0.19875861652058513,0.2042349097156201
0.08521310461452469,0.09217362763216119
0.09702869119082026,0.11393615229870598
0.059938036084267655,0.06635100675347838
0.20798034538243804,0.6282217880159296
0.1639606664065334,0.173333382140616
0.10590959609659882,0.08484189761157963
0.1316837369598472,0.1392398373891643
0.12571822777529731,0.1444923540823143
0.15483559059779484,0.6406727360153828
0.1061986519495826,0.11042845751520752
0.11182147011938205,0.13215797610116578
0.160023784671481,0.1685152716323001
0.12954784857207313,0.1553881035938771
0.15811944754179955,0.6821142539861
0.08363678766554765,0.04787454958608573
0.0869629760480307,0.09898264320560118
0.08746245840381832,0.10087491121400476
0.06625002520008698,0.07524617611756072
0.04433426039902966,0.9049192752678147
0.15086783289052982,0.6575456867698583
0.10209175873682168,0.796213136147426
0.07134792792390678,0.7345795740579049
0.09842505838098892,0.7428529048182586
0.07881682624851018,0.8073478581916528
0.22098960792596464,0.6855798350759131
0.1533079434146154,0.18577417323496018
0.23509975091104648,0.262062754944641
0.19769915281943964,0.2106780460484946
0.08818166109965196,0.8023227407340597
0.16779729017231607,0.6612207962599219
0.09023367215560318,0.10476957700607718
0.19216532706961612,0.6169330438664796
0.13721813002830932,0.1474948304401201
0.0364236213424228,0.04134428781729144
0.17031918167544502,0.690315726514374
0.1994135923146865,0.22781541551845363
0.03041299375538656,0.8832681051994093
0.24000074095431703,0.6601944416606518
0.25419409874165294,0.6513527704762017
0.10725695625391048,0.7912083762135685
0.09479366076531813,0.10690049446244777
0.028501871261283496,0.8199484373795354
0.1277373829278822,0.1470288493887485
0.2675447577343976,0.11286476563400016
0.19238486702833513,0.20549035382118067
0.04967799071352117,0.8362896966872312
0.16571847740590465,0.18693137919188133
0.08109978310763548,0.08881116509388635
0.08438741027577419,0.11061464246744722
0.06155386753273995,0.7595319722506826
0.169519295844362,0.18140774860494005
0.05600906691246943,0.7871154105438681
0.07779222241779031,0.0986814288769131
0.15021328561047126,0.6984772284256454
0.12288550295666777,0.811495421292208
0.14217809460878736,0.15176913655408522
0.10666411348224107,0.8132347644311282
0.1904342924618456,0.17820889743617266
0.13879511028587377,0.13458712460165806
0.09071317835828381,0.09961597255620637
0.1984776518025336,0.6851856377256391
0.09457401071352774,0.7492698301759849
0.12918562311529372,0.133154375526353
0.16034666810153533,0.17036284182297587
0.10878955831697364,0.10557620283525944
0.047475601469376565,0.8621817688881267
0.015350391711831597,0.018845250804638135
0.26024643247520546,0.5341786529217205
0.07232298890472495,0.8552476971189608
0.09864134731633124,0.10536942369197973
0.06955858734938981,0.08040190224944076
0.4430156991648384,0.46515895947024904
0.31321041796818055,0.5193515934435626
0.07137912797897324,0.0811954123893943
0.15651099167118307,0.17628539643684973
0.024984897435431003,0.9111149139638185
0.10851940649509849,0.14755198363026895
0.07409654679791694,0.8122211476517758
0.12097755761321648,0.7713924101680997
0.14360221422742855,0.14909539493270405
0.09533750634655282,0.10735424635722539
0.08261078228218603,0.8321505170944108
0.13271896008501077,0.16254768569015987
0.1641697034125024,0.17868165479757736
0.09262321250380982,0.1269543797636956
0.19117358418246774,0.20077257793137626
0.13079644957709904,0.13953084842292876
0.06034649246076445,0.06680704375032336
0.10979921629319488,0.11671627280242654
0.14410484720539826,0.1562520184161694
0.0755241906187152,0.7954524813188538
0.11484710160589869,0.12028228365692219
0.2573722999058627,0.6510103119070153
0.19437744896562836,0.7025165675369616
0.07026132048385177,0.09365646246189487
0.0587860537671356,0.7949169233280536
0.2041919539240594,0.20640475903928948
