psnr_unsharp_otsu,psnr_unsharp_kmeans
30.4541703817824,30.531811581575088
30.48802454459285,34.05106135905611
28.841234784027474,33.83811375816243
30.148357031685762,32.8893482881794
31.3239318338342,32.20055477616336
30.573154621197357,30.612624855090008
30.491587603079036,32.29617886568632
31.15333353445034,30.22748464421913
30.114175672637064,30.53887255003515
31.274652560246288,29.70686444323244
30.924898769023695,30.906202762189206
28.36768021711856,34.51111817548522
31.08651275679553,31.602415143259165
29.68935954950007,34.279199575363776
31.27420656686563,31.733558074837035
28.977849567338147,29.419848712784706
29.16481669415331,29.424518869021718
30.094652377964103,30.084292424223825
29.32770232660015,29.516652124637318
30.295641866202324,31.648482884596444
30.112520797162055,35.981745862138126
30.67990146737017,29.89984794257054
29.769167221260933,30.096626258035712
31.709968201910954,30.159319357156523
29.63982583489708,33.42995523612108
31.91720712709102,30.914609885588664
29.890020730092193,30.08293766188935
29.297503347754166,30.337531937755937
30.69111396260424,34.45425568435249
30.29493174302374,30.695946877663346
29.873277207106604,30.547286524761766
30.267845215919642,32.8034073859569
29.900270881960118,32.52061407481365
30.17281922772666,33.45065339453661
29.915672789149788,31.306692282576805
30.61054237559153,31.60593032296548
31.779836365869535,30.518874201824993
30.000583721467365,32.52552355971274
30.573446129308316,30.85555245090861
30.709219495747064,31.711652620680994
31.157845067281897,32.19571800551611
31.505665410864594,30.934433534877044
30.47263207653956,34.20233512011679
31.681249976260407,31.60161685869837
29.756076952964996,32.69981542312739
32.92242756458084,29.930383616925337
31.751973847200368,30.60505567063177
31.55482887826023,31.648814086975328
30.568225593260312,31.918549039868918
29.36956545353313,32.20391093885853
28.832048413121232,35.097378130604405
30.463968597217054,29.54301642629658
31.46385330200376,30.442257701275928
29.792335963493514,32.80149289990953
30.51698503254691,33.20363357226284
29.083819097339585,29.060596051275592
29.75613636646806,30.00650112247466
32.116715548041526,34.57721355025284
30.972924419096593,29.496927504655368
29.731074486403138,30.02458574447164
30.118164120912688,32.54809380036447
30.2899267238789,33.27657662144412
31.348876371481463,30.760029865132502
29.55601087039856,33.76025944787054
30.431937155046832,30.901355164143418
30.637717202912896,30.565872883363603
31.00921902950396,31.13459605820076
29.344527129663152,29.631413176516137
29.783345316917995,29.568876049621615
30.25600226183382,33.42292205896561
31.364073064599157,30.76520306537273
29.742424430084494,32.725862083426094
30.48321620026382,30.553261301792595
29.19455117273193,33.545728394090304
28.901878423323282,29.03354358434685
30.491844012656113,30.107234721826657
29.70380037590985,33.79921745951192
29.669643118660808,34.22370497921651
30.992885584771912,30.770155688177976
29.291924028330083,29.263929415059074
30.747597060347204,30.642456367990025
30.049963911293528,30.10514220800484
31.916198324000817,30.187311625315353
31.585266417047485,30.574279283628382
30.2450037299025,32.88335083314111
30.781477876008818,30.27516876052698
30.825553258597814,31.02079519697918
30.326954817903488,30.2081873304087
29.610705665968936,29.6460843551209
30.000309890546177,29.80845410129069
30.923794696733957,30.52360953782081
31.43225278174901,30.009520895759955
30.653794406384907,30.61367292527526
30.483849562403545,30.76450746695347
31.41206556223422,33.031363514633995
29.243660338058184,35.092791690659176
30.601644140769743,30.768664888485468
29.25875274158883,33.77337808966911
28.580566157302556,33.315868787843804
31.88722129001569,31.117502155360583
31.65936768058158,30.254767218912313
30.690988498802856,31.070215581368362
31.26181634796864,32.32082038478658
30.65568478769848,30.877946820228715
31.815103395832104,31.7484634909429
29.194249510802557,33.538982638527564
30.1988344172065,30.237550710596352
30.70274405207268,31.07037683380856
30.936694583149333,31.54688126197653
30.26074501977638,30.519257800489573
30.619154080763835,30.72122750714056
30.139645498967877,30.717208591077938
30.027705985332155,29.939455053646423
29.57099595063614,30.069321760165316
31.010684996086194,31.053000402038172
30.282218642889518,30.281071075600686
31.179514468244882,31.248419720446435
29.64975128879044,29.948836208158962
30.808536123499195,30.151485548369116
30.337516149882905,30.428643892743537
32.01205759001793,29.842395331452963
30.708192100746246,32.336525486349494
33.2655001932087,29.705332298058774
29.08240120763842,29.338099783916178
30.19717612205419,30.65835784635511
30.956863844857878,31.156055939533577
30.421696104773908,31.005552850816915
30.316057030657,33.87219907566556
30.48230201301894,31.68426731386074
30.054489210380734,30.07715385625727
28.70830023609521,29.116372999675335
30.963490611151016,33.019620331278986
30.041913447567573,29.907814683210066
30.338108785217656,32.69017870449284
29.268050173194084,28.807647806814167
29.925665812733424,33.29812849822089
29.731430849091332,33.037086382833195
30.331238962268014,30.05166111940786
29.10440125143246,32.252097539416006
29.566420227658725,34.484008750221086
29.403027099719385,29.83687977838825
30.06526236995684,32.297925695593236
30.550802531200855,31.57774753511868
29.36219397351969,34.88022622856345
31.180444322767865,31.24069570948507
29.259656724523868,29.3969451902244
31.54978528623014,30.801233605183533
29.123872378453882,29.754833309838983
29.40787066757064,29.309565807834794
31.646441606893987,34.14491586554291
28.481956465227064,31.387548506720982
30.075214381932646,29.98648791611629
30.94315723519721,30.502866425314934
29.621446054689944,29.672082426038244
30.315384474382977,33.44539693925478
30.023207469204152,34.77209356123361
30.911171421201445,30.572939879068212
29.574055477846002,30.027668720600488
30.731096733118623,32.80846708879749
30.36477607581251,30.392639140689
29.325481502777563,34.66812826912157
31.202763857874064,30.52510363985356
30.67416064470003,33.243843952603946
31.54504183835394,33.61844353697882
29.422330669302465,29.35952042502512
30.000455297371804,31.442291010658415
30.690652751600833,30.937319254603434
29.28417426546979,29.074666667445435
30.03275095682686,33.543552388289946
32.13584824655191,29.96268148123174
31.13311412867919,30.405101677114537
34.502956355380306,31.185680364247077
30.186096669351933,31.8132943131624
30.554061647581122,30.545847945483736
30.195649940830897,33.49509023987893
31.451096855775916,31.65391342080849
30.264289515115244,31.673535250985037
31.593861245292146,31.37817613034716
30.298117478726986,31.66615078006633
29.377188154728113,31.539510320687217
29.58722790582767,30.32198887480677
31.02806951487302,30.727381145530913
28.552035941806608,32.06459151868488
30.76125336822809,30.982272282129884
29.565045622875857,33.698061497715116
29.37960756033153,29.41372481489287
30.353356713100833,31.4737874911877
32.532416157140936,30.645811826064193
30.685930746531245,33.50715726800546
30.07166403519662,30.558953753465737
30.328384961220728,30.707701084580187
30.226399045408733,30.412865672860498
31.27019150032175,32.23666015177502
29.98923761147229,30.141491482883865
30.38977796122738,30.529204520287003
28.25901098388008,34.375299521892174
29.07139236380429,33.40039565104217
29.157591331415503,30.13444090012314
30.448829758496213,31.15084085996915
29.699131775923053,30.17854893634157
30.428496167066218,33.683038479252815
29.016605506405767,32.54019272545208
31.718890357809187,32.5070943418386
30.06352157616108,29.599884888686603
30.65044658817527,32.28366779282804
29.373660676208708,32.98076105107667
31.256300848162695,30.449598653767247
30.232869759482007,30.599115327545363
29.970261693871485,32.20748711807503
30.509365131935375,29.94831821215204
29.61794012454728,32.13907970720194
30.163701534803963,32.20143840813269
30.827080156994096,30.66318687823703
31.56129235878946,31.51336557245008
31.369555874667398,30.618166178775866
32.03867097883914,31.768996509381292
30.370938049115654,31.189537159168363
30.71116257255579,30.763853697908804
29.90999955831734,29.914089172576638
31.038295386730294,31.208793700992548
30.609312128826343,30.664297100235558
31.427698681878745,30.954323540490133
30.02565587461727,32.552084277575666
30.474405800632887,30.883770849896976
31.106409800029713,31.817340127277753
30.914035431139027,30.853661132532444
30.321923388362638,32.10022305076035
30.237176134891087,32.284509290066865
31.030165388416812,31.402539305394477
31.26090296943454,31.20727682017354
32.198730563182416,29.760686964784764
30.490966424242707,31.087347418990774
29.58063006634733,29.616922021173316
30.961799693618417,31.206481129481993
30.281210608808564,33.14082635614193
29.1475843030965,29.465835089207676
29.68879601794061,29.701110426263064
29.85418423541454,30.2611165832975
28.953916738043773,29.99682226536389
29.92473388425022,31.94323959919077
29.229862169969337,29.49946602622102
31.194209462453458,29.514418842214845
31.02918965670066,31.024509537627218
30.643031450303894,30.32487345292031
30.51085166589029,32.57293215988924
29.85939457156349,29.76107984694714
30.3921695207276,31.91040304041379
29.659300899494276,32.684657280763496
30.819239344158053,30.31187834776366
31.257133398584827,32.76712108225067
30.459837436223992,30.476398979028218
30.161939881975247,30.990185022954773
30.072499881307802,31.847630582241436
29.510419124514957,29.829975491435366
29.999457252234368,30.069777755666838
30.692092306275743,29.848176382213442
28.48779954811997,29.326905387413138
29.707257884751073,29.7866102847529
30.31407984417664,32.549418867701775
30.528166277085052,34.32205381162551
31.179757833751083,30.953764542834428
30.10645726534802,31.71999316193245
30.561714051612814,30.85685944307338
30.207946419676,33.346125667576494
29.553653041451927,29.743359671060134
31.84325525333432,31.432059566370327
29.344821008391975,29.600617644101206
30.117897784590543,29.626956377393473
32.437940315928884,29.781397656878795
30.300822041060826,29.961135511790044
31.505266155861467,31.355780574944827
29.20948660965578,32.47017668291025
30.083366693497315,29.976567655346464
30.10585572861531,32.56299643414344
30.04074431797519,33.45820465950784
30.335824242871787,31.872826130575483
30.67724450028429,29.713133261384566
29.63256203713286,31.366225901154678
30.276078375519067,32.625487117218235
30.309479512898445,30.235895502266366
30.278909789542986,29.97395900947606
29.263960096872054,34.81762196404864
31.011981202662724,30.478795870070545
29.722419324452154,29.835512041620554
30.260785781988876,29.533930913899052
29.59749569464325,32.15188021961275
29.302091728254638,32.47251054432719
29.735227479403576,31.681690760147184
31.15392679621371,29.97116733623053
28.680405910709492,36.867703853753355
29.815799254345002,30.60481474586353
30.38064833140856,32.40912005625404
29.815096994684556,32.86547502871443
29.579813094895584,33.791231291967016
28.56951082126296,30.328476925586667
30.32749839271794,29.753458106885912
29.841564947893588,31.97947710352878
29.749568871713347,29.797458315044047
30.396963294233196,33.703178762447365
30.330800862864933,31.92027987424547
29.76252275601519,33.978288610175326
29.70381243368003,32.61924809610249
30.797758796507175,34.657499484390584
30.591114978664983,31.196261357023303
29.920073237003542,32.00853297274622
29.595257908062685,29.616392378300233
30.488761633512283,30.080915308895232
29.54760366411367,32.41167644166572
31.45004792036874,30.768368898297524
30.172252610363067,31.146214515045607
30.102781116702992,30.22547973789927
30.10591351151275,29.960641294812067
29.74760777020375,29.835641894315884
32.0481054149192,30.7399663904937
29.62980509488757,34.10186939259517
30.650168804836326,31.091908824904266
