mse_unsharp_otsu,mse_unsharp_kmeans
19630.900868733723,19577.931900024414
18713.89582824707,18708.4806060791
18346.152486165363,18151.918701171875
18533.195002237957,19958.85152689616
20460.165583292644,20317.871332804363
15824.636713663736,15635.517684936523
20295.17086283366,363.5560302734375
16561.38362121582,16493.26353963216
17988.489496866863,17867.517873128254
13907.0134379069,13841.11311340332
15935.163558959961,16007.835484822592
19952.228429158527,19842.677068074543
17658.625447591145,690.1528371175131
19763.18964131673,291.01002502441406
18047.632888793945,17840.873957316082
18918.431630452473,353.5542246500651
14827.680369059244,443.84649149576825
19438.857020060223,19689.43118794759
15276.138671875,15105.333251953125
17408.424041748047,17382.43520609538
20839.244227091473,20738.10369873047
21747.711720784504,21644.244018554688
19222.751775105793,588.2594451904297
19198.941919962566,365.0668182373047
16976.724736531574,16903.7237701416
15173.84364827474,15267.019241333008
17749.24799601237,17650.96453857422
17554.75567626953,17470.184560139973
15501.21964009603,15245.22614034017
16981.196873982746,1475.4829203287761
12278.809285481771,518.2133839925131
17947.365885416668,17902.47397359212
19579.89710998535,19360.43346150716
18847.74380493164,981.8901926676432
17286.8901163737,17221.264872233074
17175.913823445637,793.3793690999349
17341.692596435547,17327.763575236004
14474.064254760742,14390.161417643229
18842.374247233074,550.8484242757162
19317.395741780598,458.65453084309894
20332.143819173176,685.4808756510416
20030.200225830078,625.0271657307943
16912.296259562176,16809.11328125
17764.94171142578,17545.747126261394
18336.778818766277,349.73569742838544
21197.88798014323,467.21612548828125
20622.946614583332,20580.25200398763
16946.74545288086,922.8518218994141
20751.654825846355,20645.770772298176
19796.429601033527,526.3202616373698
17416.343892415363,1511.5613962809246
20603.245330810547,711.4747060139974
17126.694142659504,17000.17368062337
19296.640385945637,802.6930135091146
16768.264770507812,17575.409927368164
15045.293660481771,236.1271718343099
15438.252985636393,1539.8592173258464
21000.058039347332,626.7711588541666
21247.017608642578,21069.543512980144
18689.014856974285,18656.324635823566
14190.971186319986,14052.84945678711
13361.971684773764,1942.1739196777344
19391.979451497395,412.9268341064453
10377.326502482096,457.3662516276042
19222.055145263672,19437.807861328125
17462.477208455402,462.4829406738281
19761.956817626953,256.08632405598956
15489.512547810873,15456.694885253906
15954.109212239584,15905.489232381186
16958.22039794922,596.7085571289062
16935.159830729168,351.462163289388
19596.96824645996,383.14679463704425
15792.899958292643,1346.4043935139973
19766.086619059246,1303.8589579264324
19597.902425130207,747.1570688883463
19581.44723002116,895.8848368326823
19217.27769978841,19054.062957763672
16243.961069742838,626.7459411621094
18406.14028930664,19444.710088094074
17485.233825683594,553.5981089274088
18636.11787923177,514.1820780436198
19380.819412231445,407.02919006347656
19857.47136433919,121.46134440104167
15965.532709757486,15853.893768310547
20050.740976969402,592.2703857421875
15686.776494344076,15492.44149271647
17324.909739176434,17359.82302347819
18785.618764241535,399.8826548258464
19826.756240844727,19735.942108154297
21945.005157470703,1375.2618408203125
18426.174021402996,814.726806640625
18885.86701456706,1151.6591186523438
16031.621658325195,16275.753041585287
19540.096466064453,19346.97295633952
15716.625564575195,344.9652455647786
15952.852935791016,16149.855224609375
17494.265614827473,386.8916320800781
19514.974355061848,19487.705759684246
18431.42430114746,18393.87714131673
11098.49722290039,838.2633260091146
24435.14566040039,324.51734924316406
15829.095006306967,1095.0822092692058
17195.351872762043,687.0320587158203
20930.240982055664,20891.113576253254
19948.878595987957,19783.70102437337
21217.613525390625,21344.079833984375
17419.415313720703,17437.005849202473
14722.593154907227,884.5160675048828
16308.697911580404,16262.251831054688
19962.35917154948,19936.341247558594
15284.877141316732,681.590077718099
18616.62501525879,18562.203542073566
18373.80977376302,18214.50011698405
17526.250066121418,17237.92754618327
18720.95002746582,532.4532979329427
17819.164942423504,17692.9378712972
20789.72823079427,20644.04426574707
18192.0024617513,970.5556335449219
16885.211115519207,507.0682423909505
16824.756393432617,16748.314025878906
19526.15707397461,19481.55537923177
18309.079915364582,1092.3162333170574
18568.425130208332,19305.451258341473
21993.96576944987,21939.313842773438
16484.715225219727,16404.025451660156
19204.714914957684,675.0022176106771
19890.221466064453,256.6846059163411
19418.662760416668,19380.00589497884
19608.481847127277,517.8911997477213
22779.355072021484,22706.929209391277
22389.495325724285,22315.198328653973
15113.007344563803,2525.534184773763
20490.19078572591,20524.623901367188
15724.572291056314,15783.98967997233
17754.031005859375,264.169184366862
12871.063583374023,2509.260457356771
10431.363184611002,10302.460378011068
16668.041229248047,16622.550059000652
16300.490229288736,16228.209289550781
16607.5440826416,16571.130330403645
18527.320755004883,842.1596120198568
19530.92825826009,19501.165161132812
14672.580235799154,296.5973307291667
18778.54735819499,260.0547587076823
19348.176717122395,19254.248865763348
20915.973073323566,378.7716369628906
17459.74431355794,603.5105489095052
15051.147455851236,15021.125483194986
20415.981023152668,826.6670227050781
21990.36935933431,789.9301605224609
16776.72004191081,16775.459126790363
21822.300989786785,21752.05246480306
15194.919062296549,15196.41704305013
18755.050908406574,18708.450444539387
19014.581609090168,19268.769292195637
22982.22450764974,313.724858601888
15954.020202636719,15884.334396362305
15538.829310099283,15486.920593261719
18104.233510335285,482.92290751139325
23639.23551940918,23629.746353149414
14788.127822875977,14756.173044840494
15968.44586690267,15760.191370646158
17990.795216878254,17926.67741394043
18195.194208780926,18070.750701904297
21785.823404947918,424.5343933105469
20086.89730834961,20074.28500366211
22575.18620300293,845.6721547444662
19797.79021199544,873.2307586669922
13111.378102620443,13056.072982788086
17707.90808614095,17693.313573201496
15165.225240071615,15106.395604451498
20938.95226542155,1162.4374542236328
16224.386744181314,2064.100799560547
17258.79358927409,745.2105763753256
21211.052500406902,420.2054901123047
18936.020111083984,18959.382293701172
14159.966023763021,13916.964950561523
19369.412190755207,19326.05682373047
18286.206598917644,18210.91455078125
17098.742365519207,17019.907628377277
18210.741933186848,18169.993810017902
17284.11343383789,447.2074228922526
18608.87774149577,18485.365412394207
17243.318161010742,1312.8118336995442
19153.28778584798,612.7193857828776
19762.207092285156,19499.28956604004
17006.85203552246,1331.0835978190105
17645.84245808919,952.0169321695963
18690.078414916992,1085.3157348632812
17937.028096516926,18628.529118855793
17603.02863566081,607.1340688069662
19102.502482096355,18861.608556111652
19686.90028889974,626.7123006184896
19361.152633666992,19296.5714263916
18931.979044596355,18703.13414510091
18328.12868754069,18287.525080362957
19088.98336283366,313.7082875569661
13629.223668416342,1033.547602335612
20706.592966715496,450.931396484375
18879.7309773763,18823.357899983723
18241.554845174152,18273.759974161785
14722.575149536133,14880.002487182617
16562.6908976237,417.04535420735675
18889.744033813477,890.2822926839193
17481.381251017254,306.22784423828125
19298.752538045246,569.5397898356119
21485.852132161457,444.543451944987
15402.200159708658,1174.6751047770183
22109.909169514973,711.2274729410807
20149.722478230793,276.7152048746745
16102.639638264975,15960.847920735678
14576.136052449545,14416.725814819336
15249.514948527018,666.4136301676432
21558.494618733723,334.04688517252606
15078.829025268555,16073.36099243164
15492.482121785482,15465.24691772461
18364.4256439209,1266.7285715738933
17650.29715983073,460.8395487467448
21901.434092203777,762.0840708414713
25169.664621988934,1570.18408203125
17536.56037394206,17477.924967447918
15131.238983154297,15545.553176879883
19119.43780517578,18979.004480997723
18188.818588256836,871.8579711914062
21095.0855662028,21559.258143107098
22348.733088175457,22239.177500406902
20509.23043314616,20547.36803181966
16863.528874715168,16953.02259318034
15855.617919921875,15828.224278767904
19909.01205952962,493.2779541015625
20751.246287027996,383.8201599121094
21133.99540201823,21080.4467569987
17597.53905741374,544.0569407145182
18953.640543619793,18913.4926554362
18558.351404825848,1378.7017364501953
18611.646906534832,330.0528920491536
16527.58545430501,418.1629180908203
20004.671305338543,461.7378184000651
20089.585968017578,19987.86371866862
19573.255813598633,19425.861907958984
15044.8610941569,14985.252477010092
21740.561650594074,21695.136327107746
16620.13702392578,725.6420593261719
18153.114471435547,18175.568125406902
18655.031656901043,712.6065826416016
17959.70718383789,528.9424997965494
19913.25703938802,392.8191782633464
16362.657272338867,767.1965637207031
19249.73860168457,19145.879216512043
16553.90581258138,520.5727844238281
19716.954391479492,541.7851308186849
19957.187942504883,19865.688720703125
18723.208338419598,18579.269541422527
17623.622548421223,761.4920247395834
22378.233067830402,22286.66470336914
14827.250991821289,15699.656036376953
13955.491582234701,1180.407709757487
17778.936513264973,744.7933044433594
