ssim_gaussian_otsu,ssim_gaussian_kmeans
0.3986475239781253,0.40820857855187787
0.21060721364280166,0.22972352154331535
0.12878431293517859,0.7256054726941997
0.16451193423743413,0.19878417037995585
0.45904849513694335,0.5853777378498659
0.26136364098958415,0.30527503829634745
0.3145063714183558,0.2086838320022927
0.4227841497680747,0.4329650420742295
0.13121650515274202,0.6872061171379099
0.28970667627886076,0.23906454228349472
0.3580474711647594,0.3485388435743575
0.07115512345519763,0.6563340716322824
0.28333811869091224,0.34214339408559663
0.06364842475105395,0.2789710823592333
0.3027540103008944,0.2923363672714454
0.0440810634002907,0.7047481419275005
0.11109703151911589,0.704791592796874
0.20576309669495887,0.22440240994844854
0.06438522289715319,0.7553521618217061
0.32313023671337787,0.5602631341196962
0.18051979860627188,0.16260119238333126
0.24636780031521818,0.711692977567239
0.17040327586554502,0.6163018594350073
0.5510972609992421,0.5976925188065962
0.20963681057681502,0.21243961989675356
0.4330961700048695,0.46325770839289887
0.28935287796646153,0.5544868986680266
0.07770279172912206,0.3791286206494817
0.10963009413001394,0.1736405240655172
0.3161521640715412,0.5197199887333216
0.12824053610312416,0.34631620431750765
0.24031522684369225,0.2896992498089635
0.06815741281595394,0.34092242517081517
0.17816127717616834,0.6354092559170931
0.1652801078374538,0.47157995918475826
0.2453801269039317,0.5478456152908696
0.4037681213269091,0.11685229531392144
0.14605139597863276,0.6000770506659634
0.34890490973348776,0.4821645542083181
0.09580396698852171,0.22880773821761324
0.38305203096683177,0.6626930525199038
0.4324333718430052,0.5030219250578297
0.16549729145215408,0.750336081274198
0.47419518103709307,0.4308490773595719
0.20845007963683435,0.6558943177080211
0.5409043074752701,0.37048307809679515
0.38764618282593793,0.37273210909650173
0.3899149798763781,0.43128150753642097
0.25127722567680844,0.2819418524344113
0.09834068350245746,0.3451107904299235
0.11634715445638029,0.2916553083823296
0.42771748317956043,0.6550645186400691
0.19322465445360462,0.264801093917339
0.15994426139191176,0.1926782899368369
0.28201187041217474,0.3079812428656165
0.13864418672381326,0.16040382212402216
0.10038335876262448,0.7128164287405867
0.4036002291013145,0.7280373305995446
0.4857319079573408,0.5980009929768874
0.09978569181095535,0.5564256498251673
0.1671039820130735,0.26851941322630296
0.1558797897575821,0.1914483859092714
0.46284663672389464,0.43727836771518164
0.10484381363894912,0.20896654384223726
0.22804717753366985,0.33060426591753017
0.2748311190478514,0.5242675483621949
0.2737011113775179,0.3721373230187625
0.11573918940301049,0.6545668984257429
0.2383665629235531,0.21203971852398174
0.14713068447417468,0.18217576645388975
0.41865293623318783,0.3908385462175299
0.1930172825642522,0.21943857021965094
0.25479409097631844,0.2847239499118026
0.1402321100210601,0.15840029056115398
0.04266850226181385,0.6523050650150778
0.20213488340572952,0.7500760324435168
0.1598461516440664,0.16104325618533413
0.18300799899813683,0.7291788026929201
0.38991195660284433,0.34882279659353116
0.13707180432584257,0.12504129898185004
0.29346912723843704,0.24296546914746783
0.21030796349840283,0.5833389118291804
0.5482495111168036,0.4814562761141901
0.48311580139556626,0.4402947639202714
0.211748523214199,0.2773634149623296
0.3332532285374779,0.5673293714006175
0.23055178458563463,0.28816677708725463
0.3423370412048312,0.31043190528057935
0.23676790642943657,0.27052115377024794
0.16473268373772276,0.7024007697337398
0.31291309368307507,0.6144443001001089
0.2799603457271474,0.2732580063600805
0.27530342799434493,0.28885409499816406
0.18467255048203635,0.22885012143060854
0.3031549986538393,0.6539276634212214
0.11017781651594659,0.10497430346052013
0.18584412044151513,0.5789909873236595
0.10017164846428135,0.6945152970008218
0.11591945215731973,0.21176803097680139
0.38709477087871497,0.28771354959618
0.4458119195097448,0.37825886551167054
0.23717119765064387,0.5096812167309396
0.27644182643236487,0.577502913640865
0.3167743816280209,0.46059460973282196
0.4728097327161853,0.4747248373322909
0.10750751612032537,0.18418595613107455
0.2812763800269816,0.5627326018871193
0.2863244162299147,0.5043271582978716
0.2518434999113828,0.26256985131789773
0.2372660196368559,0.5571820191409939
0.31681980769171875,0.3562724781960223
0.23265509618944888,0.34308248862760576
0.17160950507668285,0.20590287622422543
0.13936006005379395,0.5982946441608289
0.34871004484548057,0.44183857385774505
0.2547858905057347,0.33059992496651325
0.298258295411061,0.33267682540529225
0.10992698572136193,0.1645099698217726
0.31675591759463795,0.33372969997653984
0.3177898999003001,0.46158837648855267
0.41883448381965604,0.6124787916948993
0.2532558791849872,0.6398328485204994
0.5867785707323184,0.35379666716838026
0.12537073586211486,0.15574003390877547
0.19993430596790887,0.2926810519453738
0.2983471983815896,0.3230909209235379
0.34789867833539573,0.3741115751353397
0.15393568685089035,0.707042854328004
0.14755422875756044,0.2245532854603964
0.2771670966298892,0.2896671771870522
0.03151545225650767,0.6895157792939154
0.21328855104509578,0.6536512939335338
0.17748403006306024,0.20031739652999417
0.21087959838694012,0.6200166384700768
0.190981025706231,0.0573592635988684
0.3139755586008806,0.2536974040396081
0.149524457376768,0.672072752535296
0.24916211281301984,0.2318757314293515
0.1177130349575579,0.4796960805829118
0.12560623727857814,0.7600119187589662
0.09968123493983112,0.6750406169815272
0.21761462099599962,0.2173370997424784
0.19210455950828734,0.24310442753344716
0.036467711530762455,0.08513152815345816
0.25623934045007585,0.30713118905741627
0.12095097775564405,0.17575345303245524
0.35823121874293945,0.36219705377660444
0.12051990743950843,0.6061872259297371
0.09974780502766045,0.1288190324384352
0.27268345283546047,0.22597233379354884
0.04749577643257965,0.5543746956189951
0.16706495866462534,0.6746713115983676
0.34678704120010506,0.4053394147867799
0.0898743645190444,0.7556583755367031
0.13040623177955965,0.6743959941601152
0.10873484733200366,0.7515334851392147
0.3297127488600576,0.3867283371387629
0.12720208743669398,0.5652548333777294
0.14546680571479106,0.1161783970040538
0.1762573357198385,0.19521910671490703
0.07569778858393139,0.778893018791656
0.43870902113011784,0.5528674091479858
0.39462040677466687,0.2663861473217431
0.23277013535832405,0.7294652389290199
0.216187798957161,0.19449778345988955
0.15730631907699225,0.4810087875841736
0.14364475967819523,0.21654648876136487
0.17103807572938004,0.7209725153336667
0.1612511795045776,0.6994630362810558
0.6078968936808035,0.30595122651636336
0.24249488438666686,0.5920074830506378
0.6045699043217073,0.5404078223299219
0.3396331306116176,0.5958563412224501
0.36459690849817816,0.37137426096357823
0.18004719503366984,0.7115625404136257
0.31212336803173857,0.37285650599579495
0.16726732653060103,0.5593932478603832
0.34099973465859557,0.21491419123501346
0.186424812471593,0.564165551492774
0.14087608198274107,0.4454210989841266
0.17854213223399848,0.22532426235348782
0.3438905463591732,0.42933824464626724
-0.005535823857314277,0.49281180169692496
0.31390956375169415,0.31835378614951304
0.12575370520693027,0.18563708986294203
0.12999522869408253,0.1511106352437105
0.25156008657269274,0.2805906942746473
0.4728438406666322,0.3440048969413175
0.1837193288399331,0.692715079535334
0.06419291483959456,0.2180792437946318
0.22478718160822994,0.5651351963377342
0.26643053807269007,0.5443167907950515
0.26447063718174585,0.64233681912694
0.1761887456994334,0.21020018879736804
0.1994851601059615,0.6470573867002368
-0.004525526876443211,0.2065111286238787
0.07057258773677923,0.6298727058972614
0.11964102554949667,0.3437579370108091
0.22006038543108328,0.47432052587034174
0.1350795904951934,0.2590582771256285
0.17059204372659398,0.7376535698865602
0.10124151010057629,0.3125944517000212
0.4184132356522741,0.6776072877455371
0.10928837674361165,0.1348004146199595
0.28147003494241907,0.264405909674212
0.05709909668897504,0.6511583272705722
0.345865987272928,0.39946140975881866
0.2568868285476507,0.48696230221281817
0.13112113852325177,0.590396116658722
0.11372693480225515,0.12053681730088399
0.1367165665617436,0.2886636100657254
0.18771192966129732,0.599855411691198
0.22586544806190764,0.3081108056851983
0.3837185560322154,0.43860465341564064
0.3247123149516255,0.44963913552474605
0.5213182831991431,0.47277117217777587
0.22727557281443198,0.5194621301247885
0.2852781455421676,0.5197020589457395
0.2858419496467189,0.6174837962560669
0.26281232177427016,0.4721416986374025
0.3035116239238161,0.5593754881025667
0.40114357954807905,0.33785730970525796
0.30276287286599507,0.5139159976057596
0.15482334458040578,0.25287638452916045
0.2933227255769076,0.3354726989254014
0.36684128532224286,0.5080380765818769
0.3296378268639198,0.27957154489470076
0.22697046417158276,0.2664983523569523
0.532891721708583,0.43519851023049094
0.37669970661780683,0.5198489564796316
0.5601562966743239,0.36211069265585816
0.43419716966037986,0.4709557423040412
0.14249339291826676,0.14462995406139004
0.27985612075658906,0.4485386797513069
0.19062365681259474,0.6988937312859158
0.10333501233934002,0.16424996757141574
0.22293844245866376,0.7205005160950394
0.14886208563661288,0.6717732358194234
0.05275585014493902,0.6530156656244146
0.17567898268810891,0.5267640541420041
0.08065492080355526,0.10205782886115666
0.2782516510608844,0.23219637727284956
0.3790888739662967,0.4340425162289834
0.2623454551602321,0.5625018603729196
0.2245173987441104,0.6112163081953971
0.1844734601180622,0.19161808148377016
0.24590965936607898,0.2592384811165676
0.15256265524135196,0.6342428216613719
0.2406732357369031,0.29308296726117916
0.34098319398577165,0.6730170962036929
0.252630048680931,0.552789659941428
0.21784957059375723,0.495226515761175
0.14788528573631568,0.20369231303139737
0.04014775098818143,0.3046472883100341
0.305885835870058,0.3303450667516877
