psnr_gaussian_otsu,psnr_gaussian_kmeans
29.368582492960847,29.47828819420526
29.037639693478887,29.09243760585771
29.387006616899942,32.65378900711555
29.57630917050178,33.48231734656217
28.457778029715076,28.583580656749433
29.5299537400605,29.762856619626934
28.561493249965135,34.50234227428776
29.37284673278112,29.440741604010196
28.931472411839245,35.30086835477441
30.326740923018463,31.18115767306594
29.14222317602048,35.245777116682234
29.406026512564686,29.53718642725768
29.38154983020466,35.36373912908359
28.779863934155067,35.598455862593596
29.02013802357553,29.151468389119298
29.13915026470818,34.55371349082401
29.336281222725276,33.81107848097166
29.325697891523653,29.40704110098373
29.825725395855322,32.852748687024956
29.515424132949907,29.55392984372972
28.784234858956612,35.01325745541994
28.786485680981112,28.853411577512173
28.749126149594503,34.95313995665322
29.027412629260848,34.70681677785769
29.755693835678514,32.52229812422175
29.58937749286225,29.456368992238925
29.530331476021395,33.743913860204344
29.62466192269123,33.5099667878106
29.337641572381344,29.684901048520356
30.18107023738441,30.323962345778668
29.805573176982595,33.28480861452691
29.40139394699834,29.457379521613497
28.660652869675225,33.6235194304381
29.499343121304534,33.0272759790528
29.107689204854914,35.04185525035584
29.331904168278182,29.40387366793359
29.289008135011223,29.373941533851863
29.935100862368365,32.291754977862354
29.106268755753927,33.46802723422529
28.91029180538519,28.981213662892742
28.501945474010988,34.671887816319774
29.231905392097786,33.501415105753594
28.960165852959825,35.74027410387238
28.904391937050406,33.92977184629452
28.95050008076248,35.36105568516582
28.68146045627732,28.7376447952809
28.86306239991848,28.917096266584977
29.417140040199573,32.13057804124838
28.95763723016005,29.08342737794195
29.032923084414854,35.25033007521524
29.68608879726954,33.84683491387889
29.376947995249925,29.35610772404773
29.387855083461254,29.522927563311914
29.645421216992776,29.73623693706984
29.920239662152998,35.030943324320326
29.73576957822815,34.421097026558904
29.83698873169711,29.61102774925773
28.74072435052114,34.96435224439544
28.709881239888087,28.818069056431398
29.190849996659036,29.289283859447206
29.68783894082271,29.855504634494675
30.62218068425985,31.53275085782495
28.68548492476009,28.81355022302719
30.23206160222194,30.29274901406626
28.988290632261858,29.031268941815085
29.29853422689522,29.437779907835463
28.780491381062628,28.88301537851048
29.477663440128875,32.333378058953
29.504537523480447,29.56927872043316
29.51596378660417,29.40179440776944
29.12646052411917,29.157816303791755
29.638220261800026,29.749020879591313
29.483806740169072,32.43385874966289
29.108348975603793,29.060594135871924
28.6876263718905,28.78129518936547
29.32007354233896,29.307070122440244
28.974528046158035,29.138830138070055
29.697936969492922,32.70471590252391
29.141301771209648,28.78404922592102
28.937327554935827,28.968025738685785
29.004781012282045,29.095717890155687
28.896915044770623,28.98219201171567
28.96824270944384,37.2307368616847
29.6413031362668,32.609431460004345
28.86728052659066,34.41444187086559
29.485140478519902,33.665022466657
29.31902272763778,33.66091740617682
29.465138839713454,34.88590545416676
29.238272291663357,32.79531737791175
29.40285508207087,29.500459685806682
29.36202825832764,29.478544266924803
29.1307350763147,29.158252570751966
29.307210873957192,34.91252223899472
29.37511339144871,32.473872793102274
29.34567179133634,29.43642303900888
30.03392752262566,32.09011852172074
28.943971821846564,29.071705088723473
28.935582067143987,28.976740143087696
29.549629599354393,32.81034442417428
30.337915270240494,30.59499234311292
28.26258347753364,36.83322278859723
30.185909455924673,32.382136235655
29.416401361425216,32.029287889510606
28.865604295321884,34.30099038753343
28.712078693113146,28.798408998273022
28.538094212512767,35.780058305778674
29.375695613981556,29.52267494723698
30.466183904031645,29.415253346990028
29.636511241344774,29.702878690199523
28.746800160752173,35.65087077265245
30.075650947402217,30.218075122720794
29.04555419352038,29.109420867216073
28.874578595470858,29.01901937132032
28.823309670558707,34.22816246766788
29.5427617217638,29.60194280460211
29.03497145154995,34.535847632064794
28.43052554195809,28.548505272163112
29.639020473259706,32.940498373288335
29.61750181003029,35.312961191453574
29.099728131900946,29.168552124321685
28.915832337901776,34.86378262781374
29.72245310387709,29.531515200500024
29.634779157812588,29.548885187187544
28.64909709320239,28.69213313510301
29.78495211534301,32.3806531730517
29.32173916008506,33.8701082997905
29.102904510255602,29.152938360382272
29.122435525166466,29.17075277049112
29.050301745708147,28.982900988812684
28.46486163378001,36.12858924566656
28.593880039019144,28.653741926182338
30.098868276330457,31.592029756861805
28.87541574184359,35.754691633786834
29.262057087755082,29.289224156123197
29.02975589198475,29.10644905182014
31.344489379195267,30.653385313895445
31.10755559422249,30.748666917243792
29.369312494720585,29.4745777384868
29.566926900153234,29.649133964659686
29.28175963473574,37.692404557825164
29.339077327315497,29.554307831479765
28.90134846215863,34.90549717793572
29.133419139747687,34.531145033553855
29.182124206240594,29.234752423231885
28.75908608769229,28.826752133865767
28.783252865509166,35.34777151274193
29.372154060050704,29.51670470416852
29.94632703742159,30.024223285711628
28.868932270680723,29.022534052577832
28.93920199638052,28.963530990029533
29.387305744397707,29.42535684042937
28.419196894281473,28.47884772152021
29.333737506434787,29.351473067403212
29.13224338867701,29.204186868941974
29.254792444370956,34.68805826434298
28.793628280310752,28.819021166292444
29.89003861552657,32.013057048860794
29.600874215176766,32.92937611039016
29.330960270383972,29.447668867783648
28.516364055194945,35.139403507929856
29.95263259027434,30.012590466845232
29.810108913420162,30.017545931146525
28.698890983414913,35.12193859297898
29.51697308244401,33.84349020033233
28.842915167110178,34.88775795835609
28.82254467497363,36.76097960570002
28.628000981564835,33.75205841223658
29.334922173453116,29.25386115116013
30.023780245732894,33.465042520160566
29.5364618529729,29.606448770895465
29.85451470819382,33.7437296471418
28.86904249656695,34.488646233884495
30.45467353562099,31.660291662991078
29.02208001800682,29.135294712482157
28.790334864414334,28.848896494636982
29.438620442119635,29.07757422777238
29.84157051601197,30.1410573727668
28.652823871507632,28.766965713292993
29.16758389027056,34.16177403650068
28.89462839497243,28.970034873806625
29.337416130217584,34.55471783851625
29.42320391317059,34.75825994976386
29.624031019913687,32.514774743123354
30.130515547332916,32.54524831877539
29.226966880521125,34.34943192614438
29.39901414276441,29.522341090461527
29.97920187288109,33.26186807366545
29.377606994025562,29.420107902091818
29.186166626730603,32.828970964167546
29.92229632281439,33.76856903569313
29.096292801679553,29.25050528856691
28.939098756016236,29.103092127335056
29.46225110677133,34.08686236188305
29.41735896512133,33.127426749518776
28.746014163962165,28.959749036726556
29.10859216167524,29.148021497720194
29.34123914745305,29.40299364308536
30.12126711270213,32.88134670536257
28.71738629907866,35.092775229046836
29.484427551807002,34.050605511080015
29.044035614315497,29.154368007342555
30.095167986664116,31.399473236789927
28.81001462956068,35.13510272187918
29.556217586394617,29.716928562920017
29.398694094528576,29.468525318908135
29.04103328055909,34.55038025620048
28.703320493478998,34.983651156421345
29.58850634468531,29.464159233289287
28.71751979930208,28.83680562361507
28.98597070583046,34.89460442396809
30.022788778761466,32.01958375156211
30.218394827624643,30.41441371103192
29.481575507295076,34.983016569898595
28.917347243211715,34.971054908507526
29.933096000715786,32.11296905899146
29.135685013572818,34.35288833918059
29.519865812106083,29.535945900311344
29.383110696713047,33.16556685427912
28.74187450269003,28.83337180482541
28.954014724353605,33.03138809242496
29.398668065764607,29.506602894937398
30.96449241295316,30.667576385622283
29.311076952101352,33.220209689127415
29.289918726715108,29.460551130778082
28.868545847626883,28.90894635474894
29.15792123892298,33.90428221135607
29.072307284781083,35.25688411028823
29.595163518564817,36.19778347567476
29.473591487009347,35.40179356618218
29.007267235983253,34.25749582315084
28.787313981208676,35.00798830929776
28.71561629202095,35.106355294528534
29.548221417565372,29.62049156378243
29.07449482312903,34.087634599996896
29.473931849377518,29.338483657145566
28.80527350101961,34.990261503662694
29.34727301243225,29.459286708222482
29.1360277391019,35.36091793775209
28.80979663996034,35.410198767733846
28.560479138089498,34.428109870652996
29.43854103810226,29.56889481343665
28.82837141342752,28.858602575756322
29.132527420530305,33.61584181276076
29.649230474523666,29.734792826396497
29.255608312596493,29.05871580516741
29.09788662038064,34.15808494691569
28.456172370255324,28.5029686297041
29.201425654705403,33.09848101145958
28.610287423350655,35.003914570321335
29.41077821688947,29.643867403220145
28.892596973868244,34.79587823480673
28.869959757747953,34.53813612878378
28.84764652451265,28.882177553937034
29.03882767825224,29.10433076921703
28.25792179413284,35.10674282007214
30.491488315009146,30.252973645538788
30.49165912232889,32.83824048603018
29.19809366984671,32.63612609659342
29.340627670443567,29.441573750229185
29.231820286086368,29.30140359590812
28.807948558803478,28.910187135463794
29.337041391325293,33.90700753067714
28.850324355314548,35.049168669379426
28.69363458535791,35.36706478907767
29.437309864594994,34.256936306717726
28.79244324777648,28.916950664430555
29.389500270964355,29.53007507539113
28.868283801150127,34.179694747398855
28.65012539142061,35.109396978183995
28.85139073491,33.13747537500915
29.147571182354454,29.24987158332229
29.378627918460776,29.444353605249212
29.295318415634533,33.40512091183022
29.23889860457721,29.36137191230867
28.943437232142742,33.2944276545888
29.336766117362618,32.89234053691578
28.823746242143955,28.995572155293075
29.60728411317708,32.81719053104532
29.626194541356696,33.00278510731324
28.87196122740383,35.56128388970898
28.930816396252304,35.87399059112193
30.093609195401292,33.42405784192066
29.28235942303271,29.351971365965905
29.02900363938579,29.12366997989716
28.80033523325535,34.91988138000755
29.46892871155942,29.54887018389375
29.382620894927616,32.45867035656744
29.46262390008224,33.85585838746236
29.46087697047664,29.54865922469981
28.133234781275732,37.11737185687074
30.0498529181558,29.929389511635538
29.119455903179194,29.187037031829952
28.7183396008707,28.89169729082348
29.69673457183678,29.843987098078372
29.623438522096848,29.542705156757812
29.33937608933917,29.337722652760753
28.751171043985693,28.736531062110522
29.258094350278103,32.35137798103282
29.02175918468362,29.080808937190376
28.445354715163308,35.73960154474703
29.450719338046678,29.24206490525546
28.850359028087457,33.79663546884956
29.268961835205843,29.33516089456038
29.771718204910908,32.58802583081222
29.391944561823152,29.56236805287595
30.059376339111544,32.123378424490156
29.248318724719923,33.543020846369686
29.621440450412912,33.46797514451107
28.999225728674087,34.13583196535751
29.693479788482165,32.29520025623421
29.095312959773846,33.76715428883258
29.61557051786768,34.07818391460839
29.696685152336496,32.095960113182656
29.58846432138017,29.159004877402943
29.005579334593442,29.115080212389874
28.878249550989015,28.89349894973789
29.077533297521214,29.199328633090982
29.490712759131256,29.350181210107884
28.49901978991058,35.021960742674736
30.512685032490605,30.610960355692637
29.587776556542487,33.98163769268019
29.513308705355463,29.64309477251541
29.55871582470781,33.22128225802126
29.784349859921235,29.500560214918096
29.085901249731844,29.140965597736358
30.565822576077384,30.50000757186504
28.762341320929327,28.90729622964436
29.452123801210732,29.52119789390371
29.337181951073475,33.75471160706188
29.22567201970217,29.38986539527321
29.31721155500824,29.246797838805065
28.61453261641126,34.80772504663176
29.007755136288385,34.63828115827994
28.56607336018593,28.68277761885882
28.93390425216022,33.38870723650104
29.461302459114457,29.4432179018234
29.533455230289594,33.793177029931954
28.892855752802046,28.990458056677188
29.44493621680582,29.556065768791075
29.653416616482016,29.766317382702514
29.23535885785746,29.304534769918554
29.261466114828195,34.24867689220615
29.21135821827879,29.33581358249135
30.383180683639107,32.59313621269683
29.900769897171564,30.04290277222008
