psnr_gaussian_otsu,psnr_gaussian_kmeans
28.858726905830242,28.948069330987312
28.77020382638184,33.663690798555294
28.38837932569242,28.482071185365136
29.98825162668327,33.681496687274695
29.24683125600689,34.32146018826555
29.506830925099838,29.641547421000332
29.666317652748376,29.723743929680747
29.626841657037623,34.62730506748162
29.657849803087455,28.864650027433115
28.895894597089388,33.592451885614395
29.33520286885875,29.381306483411173
29.267254347677007,33.891316973233856
29.86192639762756,32.598738322652295
29.780688987414305,29.909699438790973
28.739330796635862,28.800381106407595
