psnr_unsharp_otsu,psnr_unsharp_kmeans
29.331540971928103,29.377801563476076
28.874836302952986,28.87966399970544
29.31663682963066,29.45636179856834
29.386169523413646,28.7882544887303
28.65312530089713,28.75742838118875
29.486357521415876,29.667272830186455
28.6089592621005,35.183721834670536
29.37969178392469,29.447252788610484
28.890506773927864,28.988823774340236
30.332704991906713,30.410713983270725
29.004500351080118,28.94093216980345
29.24089360123462,29.328103615667658
29.373309262121488,35.743164236176554
28.713849279735907,36.29784590120512
29.044204349407355,29.213469560892076
28.96054500599659,35.160941456952564
29.23147788644514,34.39418884006233
29.428320199273912,29.351023097041885
29.553200325363488,29.72098011889976
29.321353567810423,29.345777274323556
28.765445858343224,28.834110919451597
28.82461588878341,28.889936104692172
28.790861221425,35.62252195102295
28.964797904982174,35.31587847126315
29.610612803574668,29.68169331763314
29.49463841828451,29.42995308374131
29.259991326121515,29.346560733693366
29.321227465934797,29.394408549525917
29.419067671582813,29.67064972588433
30.093796984483397,31.998156534172075
29.70798420981989,33.35132793485174
29.353881405998074,29.396431062339488
28.701685948098614,28.82924276511607
29.639518491774638,33.119128673070854
29.102547535190975,29.16374617542285
29.293759329972893,32.96828159289082
29.28223703991342,29.3058527832145
29.92335589147471,30.02067988940196
29.20968200323413,33.84962661702386
28.916653386462524,34.37471997072333
28.50903141531628,35.325354083094325
29.183996725666116,34.140364930422734
28.846503183374217,28.941249216765268
28.967139217730164,29.15240061736286
28.927971179436383,36.15010072758147
28.78753110215748,34.087415190311184
28.816834134914924,28.8471025598179
29.434017705420512,32.6846011816892
28.935466683318907,29.002264623462555
28.88391063741887,35.55209346110495
29.986375824289798,33.42145046629733
29.174591909157396,36.30940208290157
29.347433488559325,29.459599254824834
29.43345981304232,33.4448239607263
30.085882523337773,29.9916052277226
29.424788751962083,35.17866498740862
30.022661745271026,32.776629571940546
28.75211471532318,35.6508632850855
28.77987085968912,28.880046163594702
29.12496977049794,29.154295031952596
29.592263820751768,29.738185553391347
30.350398291036853,31.939221900673395
28.701606088590815,35.243582528599546
30.13930558102014,32.43668633057892
29.10879441211319,28.991600615923456
29.168549599676442,34.681996773175584
28.729970534768437,36.29651213319971
29.517323853233776,29.551853184150815
29.431547540496574,29.481127227804045
29.185402842085566,36.249368799344
29.091588433663983,35.051237810106294
29.347919045340785,34.60703401750597
29.535529824559134,32.61014890786081
29.030585178010572,34.686911657108
28.697297364434874,34.51706002374571
29.369085990099222,33.95298361803794
29.01678076380364,29.14414077074796
29.589554586920812,33.12087413601326
29.26628250760237,28.938704709042295
28.901996875452312,35.236741080636904
28.950901069156675,35.16431280518964
28.869985683730945,35.62659787710772
28.81239876550407,37.931146409835044
29.631771441104675,29.71010830394966
28.81510795496025,34.8373926573687
29.24440617776428,29.42391013181919
29.324775405897647,29.316936083707702
29.183748999019727,35.641726847046286
29.25952695875292,29.325455909122773
29.20949793657971,32.67865186146578
29.461960278172246,32.54894047725968
29.08417866302644,33.58688064658433
29.369464973355885,29.19889980230281
29.327872848098394,29.46491298810022
29.11821931811395,35.405827825625565
29.824878942651605,29.70983185240209
29.02554669185171,34.31134340016312
28.874547136805198,28.896027639545864
29.53313183180289,29.55444456507829
30.058425604580272,32.40571269919712
28.37739116487743,37.47817579772718
30.080685854515572,32.58933045744868
29.466296513612512,32.451137431538314
28.82863339719264,28.861886763287636
28.851424633909915,28.96130528349787
28.813313186502455,28.788297921456504
29.392198842340697,29.39912004192092
30.36652143808241,34.80896054310711
29.569512218929347,29.613889033936502
28.757385256085133,28.78180479827052
29.82608275696808,33.25011315979931
28.952439468554854,28.999820925498682
28.89542858545763,29.024497742584234
28.929947527346236,29.16784163485722
29.30620891518388,33.9923656715503
28.984832853332843,29.082811261618712
28.526350945109193,28.618010640384167
29.447980878536026,33.36454632179102
29.598501820595008,36.001298398048
29.2489713492116,29.32570661710246
28.92644274806658,28.96204857472034
29.423277385495616,34.42015694515285
29.675019221846117,29.42052228043327
28.700220243569646,28.741137444837804
29.716142189098225,29.798025100064585
29.13745461434189,34.400988007052355
29.069819205294685,35.121414933724814
29.107756975428046,29.141700976161967
28.890969889373732,35.38680700447837
28.571528591954035,28.62056485839617
28.531673141573908,28.58509261551408
29.97472863856172,31.96625991311577
28.81124012071694,28.792323373220142
29.25940034776435,29.202101800440083
28.92215380763927,36.45019927007159
31.09220149819041,30.785343849422922
31.11023321456385,31.308556966142728
29.178746819328737,29.222094753038593
29.51313469321188,29.57268430423153
28.906167446630345,28.943833306987283
29.195935587147858,33.84983928189925
28.89799213667276,28.927515247256757
29.093008775129526,35.13161554970412
29.210338193537268,34.387508520648346
28.75556469564765,28.82677080245106
28.778571104775565,35.78868429762441
29.272096702851158,33.898536592513274
29.653547410240968,29.68634161892622
28.89269700865733,34.6257811320645
29.058071188253145,33.77415891995324
29.327134939785058,29.32924948694581
28.490088979425828,28.540122922164116
29.26590811883703,29.27675781127817
29.16944004891972,29.207035308923835
29.253453218940045,29.140752645583095
28.84477688927962,35.29982655061141
29.79304977515993,29.864419859369935
29.459635850043874,29.51597168743725
29.095358471182816,35.43506829525357
28.70375676181716,28.707609216648436
29.780575946917867,29.820216944702803
29.686256289971674,29.85169729836319
28.728874231553895,28.780807960637663
29.24252084644447,29.34538077676713
28.84831406854797,35.51247295367153
28.728328718460098,28.740496339288413
28.79174076825945,34.324401532275495
29.206387540610677,34.94288412457529
29.79712567132689,29.87435788389348
29.486016485664827,29.50223897100466
29.536169370507213,29.605906442987276
28.894725052682432,34.71687964100357
30.281398713916584,32.65145265037503
29.25463964708976,34.56006437160815
28.812907385191295,35.81275841368006
28.9862945547966,28.980021992679383
29.68751205893769,29.938871518197377
28.717024756579953,28.753350233191878
29.096182448076142,29.162888829787754
28.930145609910447,29.004746165006114
29.06787384064152,29.102502500947516
29.093679553870505,35.66588807650865
29.48665813796591,29.591015811218732
29.829785377569465,33.121301376120144
29.05426779090641,35.07872114685338
29.448428442204047,29.57594436015789
29.953019031264645,33.7864446813905
29.665305758807072,33.54029579565332
29.32376735202205,33.06950996244784
29.79793949392328,29.623371240389385
29.0091788750812,35.26219266456497
28.91326802402623,29.063976686782972
29.24352391434239,34.8683928613835
29.443745369241338,29.493095599094836
28.74166626290581,28.89960366130564
29.082702350145766,29.11816053431915
29.411273874546133,33.916528667554296
30.38575015411736,33.437079275043274
28.832398629994877,35.50817421494849
29.188350575188657,29.244222060763548
29.172312388559035,29.16093241816487
30.031287968609632,29.977299898051243
28.822625494419345,35.59765328097262
29.551167209799125,32.943471223322746
29.378095347484333,34.25626009423028
29.05238454662374,35.13876238856042
28.697788653252424,35.693845476276394
29.318820900411815,33.03526424830183
28.69213464333242,34.74927489279575
29.02777977549401,35.72528598975799
29.848230180313866,29.989142730349908
30.26819968145667,30.42866901410735
29.750969146907988,34.59701463451121
28.927853343715956,35.58373466089879
29.752101628125857,29.18396294392771
29.051313532353888,29.079478872464122
29.591312010953427,32.80977478054999
29.344432485081473,33.58120961320887
28.71619509241262,35.10200461186514
28.934138129182763,33.38011484433369
29.29083701107978,29.34479471624443
30.639790320344716,30.599040066916334
29.32265024693807,29.435015291857923
29.32820139730228,34.41918135584319
29.186235633065646,29.07838000045324
29.009523659853407,29.072681813281093
28.99763507024796,28.987657997829803
29.053977083138435,28.986232150127424
29.21322553232423,29.24616781558576
28.99244015633389,34.81603801175568
28.85346871102067,35.50336341919486
28.7577363936406,28.798323218753474
29.59257062131973,33.288967778086274
29.03278306272924,29.066081126476075
29.756195138462665,33.519921021922976
28.740760447042387,35.564082979908996
29.093784605053813,35.29587112240602
28.86996866160345,36.38399660340548
28.78825114776935,28.854190901620065
28.64858067118002,28.759077408289222
29.401026668438156,29.459252515429448
28.929791404292388,28.96203707266367
29.134163260278996,33.85691013285465
29.405757200484835,29.403148493210534
29.12554551239043,35.29094740487001
29.100955871948244,34.99678961011759
28.484303682012744,37.438069885972475
29.269659202107814,33.30099628019013
28.69232744963826,28.770116554736642
29.305019895875525,34.23040417612601
28.840809457241825,35.42286912061098
28.929384130090526,28.992186687988003
28.76240774317679,28.843738162299275
28.93028289226944,34.60875852128605
28.356425929283144,28.41033739780629
30.304868015393215,30.020254616674467
30.18627396223442,33.32857741813402
29.318856618791745,33.1505250261935
29.21802529341509,34.31966235374662
29.193626782058395,34.54959286244541
28.788192552872086,28.877237413909068
29.141383449125303,29.227276510365364
28.834535850439277,35.29601487214932
28.669479145859395,35.935159047261756
29.358418409911764,29.4033344390885
28.729413981784944,28.83924404119646
29.236156837216964,34.86240446634649
28.88362979837098,28.898620014474957
28.70067534237634,35.70158202112045
28.96209003587511,29.044598817113258
29.1264263535494,29.209195800999872
29.29179098612292,29.33960425933556
29.20696823537454,29.373863303615284
29.065205590752477,34.99675740674397
28.956770459914605,33.9105904532955
29.213272296318724,33.47622366708704
28.863802662652816,34.67140474736064
29.589266233273037,33.45776781248322
29.361477484062316,33.53983910042351
28.744901336034452,36.46656023121904
28.752586755343906,36.50474530415518
30.14952877468584,33.743644380858704
29.336956824374084,34.20194535472185
29.051488011569603,34.41811766813152
28.8413867151292,35.569668206065614
29.308606182529378,35.8920391026857
29.422935318447003,29.565476523264557
29.373282796939947,29.265901520703764
29.27905484998563,35.105714632114726
28.28309011508693,28.31056760310464
30.085472298257763,32.506997530251176
28.99817475524456,29.055544512526453
28.74720772350885,34.488023670096915
29.685406568271237,29.80682363903123
29.631181318933496,29.50080821686396
29.434497830528336,29.24198616181239
28.763418764091323,28.700356491171526
29.493778205552417,29.60250292734124
29.033755694926946,29.07748879661199
28.522806514741596,28.61089158130822
29.417290939777956,35.05492210300819
28.844668058611774,34.52987811327962
29.24559299199928,35.89187024991073
29.647387130878165,33.13091946936329
29.25079573197488,29.35413493139651
29.829845808050706,29.976724433429553
29.120192641504413,33.92816596062355
29.532566857517388,34.04142105122836
29.084611446823622,34.58668035469152
29.64455221474914,29.722154834264142
29.046753892059375,29.17567212939658
29.374611548254663,34.406493297817676
29.831017672325004,29.915639471958823
29.42398599617107,34.81176689847847
29.035541913738186,35.16023138748429
28.925547167423908,35.54973610011837
29.14016457279876,29.16119844957329
29.42763738168704,33.61934942777759
28.613648239514514,35.661458617942046
30.25601127014646,30.32803214389211
29.29376654800929,34.41142579673131
29.30553634248049,29.408459670085033
29.967785975709944,32.90823854518044
29.60543583915466,33.75844543201658
29.139533667609925,29.182265749844095
30.464572316053765,30.447360910336467
28.839899371839827,28.928708256023207
29.245108463105932,29.285928767551503
29.529074312677047,29.278834154942327
29.118804426614012,29.26796693903071
29.115687067821728,29.05950905868312
28.63337911379621,35.657723562236995
28.90896511577935,35.56304702065453
28.81736552468209,35.1732093034191
28.95894332324513,29.088001748584862
29.42051901043506,29.34301627596625
29.376685188882643,34.356430870342535
28.84351118536941,35.30622406294632
29.44554402164752,33.249534504160195
29.9567057264475,32.85911802304093
29.09031567538343,35.33086761034466
29.073274814195447,28.98403994829518
29.124953940757045,34.73048493918277
30.515001447407286,32.84569719470301
29.850097781113586,29.94820877955279
28.8325549256604,34.82495913662738
28.68028933972065,28.756330227923996
28.537489423037236,35.27918826247748
29.87794336666919,29.268324283181325
29.3596485231137,34.347195420513266
29.51142470396933,32.250126080749205
29.669594321299854,32.750884909444146
29.721146095474992,34.38027307254404
29.385110557031716,35.05943820972623
28.896614655717883,28.955395044363684
29.287720306889568,33.86668190271782
29.299078232039882,34.20178624037254
29.600019656831194,32.964055337178046
29.540545536157737,34.686513864129495
28.802949745099916,35.15898542373272
