psnr_gaussian_otsu,psnr_gaussian_kmeans
30.713044068753284,30.75022919602209
30.467695831293394,29.90851912548483
28.922200455651907,33.34062904136982
30.256916160270883,30.335119262046653
31.77377084949365,32.13671436444369
30.68650922762545,30.82368891887353
31.10727372010231,29.738641657149742
31.100225366305594,30.218586304623265
30.110515637510638,33.27793633688786
31.249599528764712,29.943932326418164
30.877787566995462,30.853856719448252
28.27640126268428,32.96481567907201
30.995126443231594,31.562698567718833
29.46022141549004,30.548155528036865
31.519355953395344,30.822906701377786
28.79527103445951,33.62142923619125
29.14797403512698,33.70721549883918
30.08985095626747,30.117831115799873
29.403863303211587,34.38134709430214
30.440960274796304,31.431949498860938
30.334760760255534,29.257730402097103
31.19267799521201,33.598664289282716
29.87127000684695,32.47252495106928
32.21991173044537,32.434839951504976
29.60790203471379,29.604275213677575
32.63972105957044,32.23597339749239
30.58319033891344,32.02927813279668
29.51225775382667,31.357426383630415
30.561594590466825,30.850204460864084
30.39771971007946,31.242924815408077
30.011160818267353,31.160671040197006
31.163224869867797,30.353382508233523
29.537986866643603,31.00935574639909
30.401416577170565,32.83997329505526
29.745342881667504,31.28421164793364
30.491660263603066,31.771699468336678
32.37037618472106,29.62023445369667
30.30085407934456,31.914437441455135
31.19022251499283,30.74820157176727
31.682672553150656,32.46373132575947
31.293077574008244,32.85835693569429
31.60385193388308,31.208885690987653
30.572006223117917,33.97487508582705
32.25852753889613,31.61546934878045
29.50329537839041,32.532926817180304
33.157071964639556,29.837773734370494
32.011915600209555,31.86789835796918
31.574384437791494,31.73328616854161
30.726988757434704,30.91289597192028
29.72249771861457,30.874336574628785
28.819351179686777,29.69568041111379
30.831829052190898,32.39137813069951
31.564917594772645,30.60180216733608
29.882312344465358,30.208858814874926
30.43029208716883,30.806108902286006
29.08940962384368,29.104848494656466
29.89871012802697,33.56638473632727
32.600364540614855,34.5000007494201
30.988827906616727,32.469011721848304
29.74497448433778,31.881238724071245
30.21361064427683,30.73149471887763
30.342601343109376,30.46297493099576
31.439215212913403,30.715586043212237
29.62972398896527,30.205191151956203
30.476962343740418,31.1900875798066
30.748804552823866,31.53545821843511
31.33405180054234,31.297287887428553
29.682998610101578,33.07220513986691
29.883759064150613,29.534115526126236
29.936131758978707,30.090669497931664
31.473476524719253,30.60559106346856
29.605680596418765,29.670666100529584
30.609545485366368,30.716727372294944
29.24400683931211,29.293719197909304
29.11102144974027,33.19939988055667
31.059041603919574,34.339221243368854
29.825424517337005,29.682314971866308
29.61892454918089,34.045818544469164
31.01584853764416,30.823999791927776
29.2449802732844,29.119140830364266
30.88979907868648,30.636128010845876
30.2836776437547,31.79463931790517
32.00841537292108,31.19506418888447
31.80393183936612,31.429244982174982
30.695213245110402,29.994966510077177
30.79395313353735,31.38072203668461
31.082934646625503,31.416151421663976
30.709572681419512,30.684884981449578
29.837740682209485,29.712306243137377
29.987529052145106,33.332906062256505
31.13860421091971,31.933413329930946
31.17602728174472,30.017847457099982
30.824523439520263,30.691098827096262
30.962038790434676,31.381589992776384
31.560458778025286,33.01422641833439
29.52610691205281,29.449387448796458
31.231204306977464,32.208495302782495
29.243150340788247,33.04548176114641
28.55860787222025,29.071271120375826
31.876577178730564,30.927243173932503
31.823533013764358,30.205175481783847
30.835400002023242,31.038726428486893
31.400719196329764,32.317712118984815
31.013598680315525,30.834841281432826
32.04805533096269,31.978995928863192
29.332710473704132,29.704186558498968
30.194093745680448,31.360781214405336
30.884046495850697,31.097699119584682
31.17409353929098,31.11551435772131
30.36153037767795,31.39190902520134
30.908203361422125,30.953896563042953
29.962116032366826,30.959102711609596
29.944198265694077,29.965835402479627
29.222905353298316,32.14722932389494
30.955025245747095,30.67374486878957
30.37809707154205,30.619565446429075
31.385119630916023,31.503149420377795
29.532581804594606,30.001480417733806
31.164626940638684,30.075356442363713
30.496095236776576,31.011494061465157
32.489125017125076,32.60311151819579
31.00905231786015,32.65249240542004
33.736949770706865,29.522160934112094
28.648747163910038,28.950216769966488
30.31073678376299,30.944142535473112
31.156900972216537,31.16588372637869
30.36749142804046,30.6076625736393
30.33911946273779,33.5576288677713
30.56837234115243,31.19474884636457
29.946165313441536,29.996605697086615
28.854612582874903,33.46018156497869
31.23854229531823,33.04221309991099
30.110188096409072,30.07594720090525
30.643827237721872,32.2345024714793
29.68596586805699,28.961855183724268
30.4092553549513,29.106623547931953
29.829023372359288,32.429672241358965
30.148432255612963,29.917272314970656
28.80966208075168,31.34856495319962
29.571208613197637,34.44628882304498
29.164323998568747,33.27630574068937
29.88893052011302,29.877338645447598
30.78589868045967,31.13245668440286
29.159453020789485,29.63948785245213
31.533166186370263,31.704198078442623
29.118306940718973,29.39120395497662
31.647583253902212,31.408303010185588
29.08350632416311,32.680062709860245
