ssim_unsharp_otsu,ssim_unsharp_kmeans
0.04927214766981113,0.06366717743639481
0.03805414576554688,0.041608520928432355
0.03833565882782285,0.05034564231894656
0.015812215966028127,0.006391083122632848
0.08862413984388595,0.08945984858289313
0.10463725307460574,0.11395803957869667
0.08179401713979488,0.8282419171750081
0.09211778363248864,0.10136945135298238
0.012527940872614302,0.01730919593158323
0.27572914669443255,0.2958289888206041
0.024759412644987044,0.031067006708870398
0.0904029405613853,0.0995194747082856
-0.002628988581877354,0.8050032673445712
0.04460185836555041,0.8772517397797813
0.1061835823650396,0.10837432035630833
0.06309312203877548,0.8357595318365062
0.0655969850521781,0.796982535974974
0.03233740580838108,0.06288139090575938
0.04914449062085474,0.05970527964933689
0.0923792656345721,0.1001176159643269
0.033098671158924536,0.041596414744494
0.06099020049862446,0.07570363676636653
0.02612779460893749,0.8383702735208728
0.06840461004919579,0.8441736355970709
0.20157087010326,0.22034438287273894
0.031216317755915695,0.042803459353056426
0.08770165029288042,0.10574959517656397
0.04069755706977673,0.05249128608744904
0.10601327493491752,0.11218391766803208
0.09585249795975422,0.6224961156285121
0.12516026172605732,0.7219203449026371
0.12526969110561278,0.13427998077313164
0.027141876194759718,0.04412753312534534
0.07353370704405644,0.6931775714339482
0.059106036538250785,0.06533128897499264
0.09823972511286368,0.7417778637345894
0.11067032129383099,0.12611898423751244
0.19269318105161404,0.20233864795454362
0.1097396394862392,0.7644913999204671
0.07990804636527665,0.817203050496301
0.0306694220430884,0.8218405056586623
0.07883615000944881,0.7937740981694538
0.052706913865286885,0.050428249098478206
0.0930129378525288,0.09587106804930183
0.03680108881063552,0.8754701929166089
0.11474893166108223,0.7938426625716953
0.03174194731405939,0.03933121530733694
0.11915472491732255,0.6991752668202214
0.008674277875947163,0.02602277100293233
0.038765036570253146,0.8099318252728245
0.017851399048189758,0.6642545695869586
-0.02152248232637696,0.8234438601651286
0.057500711036764816,0.06029615642998611
0.07199921138131064,0.7419656298297906
-0.0003365091318282944,-0.0009898280726110089
0.09469395146597635,0.8311760358401127
0.09490375778928624,0.6071591525676089
0.0075250826714376206,0.8313294717662513
0.06763804498858471,0.08540484590671749
0.06753107047325108,0.07937621008901742
0.0626226236142391,0.07141373561944993
0.07536592480603713,0.5746776539152124
0.05750386207311853,0.842706516749849
0.15191617754819567,0.6827106100122884
0.028465225679534134,0.04662905068872155
0.04732338858425034,0.8120256801828
0.052289391818646225,0.8690140564281021
0.09450856568010128,0.11980846616249481
0.13704949536273744,0.14704712641333995
-0.02596857034081122,0.8335012854455274
0.080931325277942,0.8198620162726663
0.09718643305291776,0.8050092282841388
0.054724620811203384,0.6745630106402177
-0.01574031355193725,0.7525321988549353
0.050397347794742135,0.8116688519652794
0.07249581367384013,0.7520719942625149
0.06705460153265484,0.08088486042418558
0.09864822210789725,0.7278950142877955
-0.049979694266229696,-0.022110417399032013
0.03451324125901557,0.840721318701835
0.043559440463515904,0.8304089599797976
0.033689664690051364,0.8478389625889573
0.041026867888572904,0.9163371098401041
0.04234942115304088,0.06651564338967925
0.066396797594795,0.8064569129474889
0.02111599167384287,0.02783933740668886
0.036422759926326514,0.06196098633196631
0.035564323491501564,0.8356954133229562
0.1379467398094917,0.15105404166794423
0.09483975158643852,0.7331751957953848
0.12424795135460535,0.7100626985975579
0.04511509685355188,0.7320605582116079
0.03880953517769973,0.05319876985952981
0.09659554718041667,0.11599314473070722
0.05620425420729469,0.8285144534411325
0.0460099154375633,0.06707371665592925
0.1160897429876852,0.7870450482617559
0.020368715790547845,0.02349072799546403
0.08244942643467314,0.09665984117957167
0.11496521783108687,0.6507206006494624
0.018010556093512115,0.9033631851922773
0.09173921024693209,0.6685950768025588
0.17814434250127367,0.7036855150511366
0.06931466098489979,0.07507408839191687
0.0632819079335966,0.07503426996950503
-0.02731575663429585,-0.013720766279396467
0.0531559471879785,0.07952491879764581
0.06318493592941717,0.7752352293023267
0.10295353821077646,0.1225957991250895
0.024390724128784874,0.031064840157800616
0.06252243426609393,0.7442197538075023
0.06831928519434682,0.07026924014986476
0.0360213201563656,0.04718696909433695
0.025212922427763806,0.023809209943704664
0.09755408038736242,0.7776566805966175
0.007988193356114993,0.017131293429263426
0.035947260451924055,0.03997611118796035
0.06820613889269579,0.7209232191598293
0.006221825727871902,0.8299660854019087
0.12180391009838304,0.12490661366849198
0.07271670732003453,0.08612760793323232
0.01642441655733959,0.7673842281235572
0.011080221187524853,0.030299214489681026
0.06217400756195546,0.06994892003213139
0.16707261295735842,0.1794965785082172
0.04381199479397074,0.788179509216886
0.10911075274680104,0.8286085691683601
0.10177602000649298,0.1204694048285309
0.037100435515574064,0.8340720332105981
0.03189840358837074,0.03176588864491171
0.00790035845141504,0.008898260527113564
0.04497906392559483,0.5896127521711071
0.04833882167571415,0.05531995152110732
0.04544047704364828,0.050615631165192694
0.04044543435853954,0.8806158391210492
0.24663409607206252,0.4771951537980657
0.25089814006812444,0.27244998544498356
0.03583365469900271,0.039987669960932816
0.09685885044987673,0.11816932951750807
0.01872602864847955,0.019006974240455155
0.033428976104888035,0.7587043227802134
0.02855804899807715,0.04455358481658494
0.10010307156183747,0.8068165566047248
0.12458908767664549,0.807816667541443
0.05035541142166263,0.060751589374454205
0.044357868798266246,0.8495192710967684
0.06241705661538457,0.776475404770661
0.11363146129115843,0.12600544677429606
0.01800751324806218,0.7890904809566791
0.12801167835031038,0.7598561581148623
0.08997051789622817,0.09858432500934595
0.03703962314113802,0.04027839749001128
0.0584029169983055,0.06124436569455829
0.07961892838108031,0.09424162807901175
0.004406470873363679,0.02567734897783805
0.08688576785555839,0.8376815858378488
0.1741872805531398,0.1945821252711224
0.13347504874873534,0.15179621543815128
0.026686785729976913,0.8340925596881927
-0.01113505520896872,0.006145453896147739
0.1924487129808089,0.19365399477198034
0.060186681682352576,0.0836213772257793
0.04245125708972084,0.05155346253878932
0.04089635815038928,0.052186428738740354
0.05065993357859103,0.8341462846807753
0.036725312034489185,0.037490551480364946
0.027482642856628912,0.7991841699673187
0.0033020886502560447,0.7967515870577322
0.1481261938220166,0.15715995619365597
0.08413367445717417,0.10693008405359339
0.1189707307983644,0.12278082603009806
0.015332039563754082,0.7647684637204185
0.03448326477318089,0.612259000304366
0.011739027294569472,0.7527295685522488
0.05057995100948127,0.8358340298445678
0.019225442957038902,0.02712677801736607
0.08550601044105942,0.10407356459210819
0.04072118443826319,0.052619549886634275
0.06612493168039567,0.071903082915219
0.05383240644260406,0.05540237339072074
0.05953959175613021,0.07037347470925126
0.013762168748009318,0.841284055814281
0.09344274996796142,0.11211255428125431
0.03469335855956055,0.6907242589568461
0.01794975032076371,0.822195742520447
0.09585157459006825,0.11979765280080074
0.034925741887875415,0.7073913857853616
0.06618449283058365,0.7098620894926166
0.10025595203733408,0.7004841808844043
0.023638154909340087,0.0424845915399513
0.005222093273476065,0.8045086277139329
-0.006656238947026096,0.006543455498788966
0.029487888664058857,0.8131341071111325
0.1361671767414185,0.14657291421004226
0.03776295479618707,0.05412009456187326
0.06090054500373427,0.0665901908054007
0.17782777797439553,0.7484683637794364
0.08081864308057073,0.6951933929482738
0.054569392622072325,0.83513405141953
0.020706089082097662,0.030147675581790767
-0.012094420492411486,0.0028596858114263847
0.11813173169777648,0.12427874682432971
0.03702326057841798,0.8153174545525314
0.10644444546658899,0.6930998044044046
0.1220670951065639,0.7890950241433167
0.04420576198204803,0.8245917593897486
0.04846090558672419,0.8547055220634067
0.11820155449156637,0.6959448920963297
0.05016676577905511,0.8082661574981302
0.08773481696294343,0.8456484032826639
0.12269185913083991,0.13752411761966518
0.21534819636134048,0.24501102792619486
0.03498231259449428,0.7612297876463893
0.07038501611092,0.8486226861619163
0.05458135210106099,0.04676278313333678
0.032912816174021316,0.04731087845728072
0.0840078114251759,0.6860466522948953
0.1330055997672207,0.7561127445850649
0.02062029818536434,0.8193207748623447
0.04025229409906741,0.7248660461866653
0.09800917435971697,0.10695611629446693
0.003335215550910334,0.020678930556569258
0.09225691362190941,0.10435291151612687
0.005358147442892348,0.7436251786464817
-0.003569085836148638,0.02409465396910423
0.03227332901880556,0.04022787639091471
0.032809309224417715,0.043819355006581594
0.018059283315552396,0.02579215389754079
0.08785102999415641,0.08899083452603884
0.07666945636497069,0.817632397045987
0.05812183457201303,0.8405113693715509
0.0575772009288805,0.05879634755108903
0.15404252860381085,0.7289148544470869
0.05418993543975082,0.07064992827720736
0.05461199201490347,0.6971622375465355
0.06602621189627171,0.8510657604431277
0.03876171659444245,0.8509076824602985
-0.0024784681594326964,0.8759988045332423
0.010245470333398676,0.020267681464039705
0.05502536556970039,0.06426217205320688
0.08141926159945644,0.08720796525046358
0.17009840987760286,0.1811216349417799
0.05482223314161977,0.7610470913482216
0.017482413679242678,0.03505681065616383
-0.0005963817976363892,0.8031960957620408
0.051831892686326715,0.8176856962456543
0.00479181522554708,0.901216788345342
0.0767046392366502,0.7408402114290679
0.03630511088172909,0.04115245445878842
0.051917743278631766,0.791674723511429
0.025240090337581723,0.8335838123762963
0.01693701342276509,0.026326655939454286
0.00997356697974808,0.022818591276972434
0.025895219924905986,0.8082339580135045
0.049897245278159696,0.05576910782964578
0.03478226849921174,0.012177980200792832
0.03205964596207875,0.6894223199063786
0.12390336545162432,0.7288666213238618
0.052610307774753805,0.8055309642844946
0.11566380246610482,0.8121872094023482
0.03145534932821908,0.044822660871759935
0.03241785331168114,0.043561921925822915
0.0028897203606909894,0.8032739521751995
0.03452427917223577,0.8460154845663427
0.10515964289972506,0.11680003927365186
0.09639147069300354,0.11876750404332219
0.07503069495481822,0.8314180941536011
0.09817932944852599,0.10677610846162122
-0.00098703379993451,0.827502601252439
0.09316348474030774,0.1036538522432464
0.09177807581471294,0.09594681623498552
0.08333207060996574,0.08890237127719762
0.05311827238780775,0.06708669314186864
0.04446365473221836,0.8169574101978094
0.08503708007657151,0.7754224301432737
0.11241404260265024,0.7513237041522153
0.015510918528239624,0.7867059153122365
0.06724293033621165,0.6748478032300004
0.05884924707143951,0.7505446141251325
0.002116399441024068,0.8781045551552493
0.028468727226742773,0.8790853726026985
0.05969657314677715,0.7163383627133239
0.0949619839683397,0.7866717707167089
0.04926230842488514,0.7737788889611542
0.045618039914452346,0.8319070553646238
0.0809892244553226,0.8472552437407503
0.17245790386795448,0.19976831935251838
0.036218931785769994,0.06109088160302342
0.06804579378061888,0.8387868440465341
0.052012780370855216,0.05007471053995474
0.03666227417666845,0.5313767785320102
0.06585707540981199,0.06599201884908563
0.0328976336022567,0.7955097855133175
0.11652819543360986,0.14323233722216167
0.07024501080363292,0.09214072859444211
0.074595129643508,0.09140739122242425
-0.012791489015818523,-1.8481661605631488e-05
0.16864409265577404,0.17419339418938087
0.06752389553111283,0.07325113706621707
0.016107490042587432,0.017679886055256982
0.01721378423354189,0.8020372971850548
0.040931579767348916,0.8044194029498725
0.07730472985860141,0.8471988588434144
0.14311737066753963,0.7350873944470515
0.04393757964653603,0.060293021684756164
0.12551581366459788,0.15912352912208694
0.12825773750983904,0.774133010623077
0.08161510044022165,0.7801410912787304
0.059404819905842864,0.8029145087248292
0.07975175227604259,0.10592020978668881
0.04901834074662594,0.06810120980097689
0.0818042507969739,0.75704700271248
0.2189675411706072,0.23141965440215753
0.030824643190924733,0.7829012118392256
0.0725063252385601,0.8115155347194376
0.03635487485829265,0.8315865525614289
0.04418115476890481,0.053391169808967624
-0.004968969927597207,0.6837597484412935
0.060777877961817516,0.8464039669485753
